timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id,ind
1695391850026,0.0146484375,-0.9014282,0.41497803,5.234375,1.8125,0.421875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,0
1695391850066,0.024658203,-0.927063,0.3842163,-0.9375,0.859375,-0.25,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,1
1695391850106,0.016113281,-0.91900635,0.39935303,1.453125,1.921875,0.28125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,2
1695391850146,0.03857422,-0.9158325,0.40350342,5.9375,2.90625,0.71875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,3
1695391850186,0.03930664,-0.9180298,0.3986206,6.046875,3.515625,1.6875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,4
1695391850226,0.024414062,-0.91900635,0.39227295,7.609375,4.078125,3.3125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,5
1695391850266,0.013671875,-0.93292236,0.42010498,6.78125,6.515625,4.296875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,6
1695391850306,-0.0009765625,-0.8977661,0.38861084,14.640625,8.75,4.390625,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,7
1695391850346,0.020019531,-0.91363525,0.3920288,17.984375,9.1875,9.5625,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,8
1695391850386,0.021484375,-0.93341064,0.36810303,19.046875,9.984375,13.375,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,9
1695391850426,0.044433594,-0.89190674,0.3258667,26.4375,13.828125,20.015625,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,10
1695391850466,0.056640625,-0.8413696,0.30560303,32.546875,15.5625,24.890625,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,11
1695391850506,0.08154297,-0.96539307,0.23187256,37.921875,22.734375,32.328125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,12
1695391850546,0.13183594,-0.9192505,0.21014404,50.046875,24.734375,31.34375,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,13
1695391850586,0.21728516,-0.85723877,0.15545654,60.703125,25.25,35.140625,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,14
1695391850626,0.29248047,-0.9067993,0.01776123,66.0,26.375,32.6875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,15
1695391850666,0.33642578,-0.95098877,-0.07989502,60.0625,20.25,32.046875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,16
1695391850706,0.3852539,-0.9866333,-0.14508057,68.4375,21.21875,22.78125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,17
1695391850746,0.53466797,-0.8479614,-0.47149658,76.15625,15.6875,18.53125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,18
1695391850786,0.5905762,-0.90948486,-0.55914307,66.84375,12.1875,17.125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,19
1695391850826,0.49121094,-0.8911743,-0.5991821,33.171875,6.421875,10.53125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,20
1695391850866,0.48828125,-0.76934814,-0.53375244,20.296875,9.3125,5.171875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,21
1695391850906,0.47265625,-0.739563,-0.631897,19.34375,4.515625,2.453125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,22
1695391850946,0.51049805,-0.7163696,-0.67388916,17.90625,-0.984375,2.90625,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,23
1695391850986,0.5517578,-0.67144775,-0.70806885,17.578125,-5.59375,11.609375,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,24
1695391851026,0.50024414,-0.6746216,-0.7854614,-9.46875,-21.078125,15.484375,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,25
1695391851066,0.70166016,-0.7695923,-0.81622314,-56.75,-33.71875,4.03125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,26
1695391851106,0.73828125,-0.925354,-0.71710205,-102.8125,-37.484375,-14.421875,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,27
1695391851146,0.6804199,-0.88848877,-0.33746338,-96.3125,-30.296875,-26.953125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,28
1695391851186,0.6479492,-0.9194946,-0.25811768,-11.953125,-4.171875,-24.609375,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,29
1695391851226,0.5888672,-0.90997314,-0.2131958,-16.046875,-8.78125,-25.015625,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,30
1695391851266,0.48413086,-0.73809814,-0.081604004,-9.359375,-1.53125,-19.78125,Respeck,Miscellaneous movements,-1,s2047783,,X:\Projects\A-work\UoE\Y4\PDIOT\pdiot-data\2023\s2047783\Respeck_s2047783_Miscellaneous movements_Normal_22-09-2023_15-11-35,31
