,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ind
23,23.0,1695553687349,-0.9042969,-0.04296875,-0.02734375,25.1875,19.09375,-17.53125,0.0,0.0,0.0,23
24,24.0,1695553687389,-0.8535156,-0.08496094,-0.029296875,25.46875,27.65625,-15.4375,0.0,0.0,0.0,24
25,25.0,1695553687429,-0.91015625,-0.034179688,-0.046875,18.34375,38.46875,-11.59375,0.0,0.0,0.0,25
26,26.0,1695553687469,-0.8017578,-0.044921875,-0.056640625,15.90625,38.9375,-3.78125,0.0,0.0,0.0,26
27,27.0,1695553687509,-0.85058594,-0.01171875,-0.08984375,14.375,40.40625,-1.34375,0.0,0.0,0.0,27
28,28.0,1695553687549,-0.93847656,0.10058594,-0.052734375,2.78125,24.96875,-9.15625,0.0,0.0,0.0,28
29,29.0,1695553687589,-0.7734375,-0.021484375,-0.034179688,-8.5625,13.6875,-12.21875,0.0,0.0,0.0,29
30,30.0,1695553687629,-1.03125,-0.0390625,-0.3564453,-4.90625,6.96875,-4.15625,0.0,0.0,0.0,30
31,31.0,1695553687669,-1.4765625,-0.11230469,-0.4814453,-31.78125,-0.1875,6.90625,0.0,0.0,0.0,31
32,32.0,1695553687709,-1.4472656,-0.25390625,-0.32128906,-57.90625,-36.125,7.9375,0.0,0.0,0.0,32
33,33.0,1695553687749,-1.2314453,-0.57128906,-0.13476562,-48.5,-45.40625,-1.03125,0.0,0.0,0.0,33
34,34.0,1695553687789,-0.94433594,-0.4248047,-0.046875,-23.21875,-9.15625,-22.65625,0.0,0.0,0.0,34
35,35.0,1695553687829,-1.1132812,-0.41210938,-0.030273438,-9.25,9.46875,-18.9375,-92.5625,-5.375,-125.4375,35
36,36.0,1695553687869,-1.0419922,-0.31152344,-0.10253906,-11.1875,5.5625,-6.28125,0.0,0.0,0.0,36
37,37.0,1695553687909,-0.8339844,-0.30859375,-0.10058594,-8.5625,7.5,0.0625,0.0,0.0,0.0,37
38,38.0,1695553687949,-0.8642578,-0.24609375,-0.052734375,4.0625,19.0625,2.1875,0.0,0.0,0.0,38
39,39.0,1695553687989,-0.95410156,-0.23339844,-0.047851562,7.15625,15.03125,6.59375,0.0,0.0,0.0,39
40,40.0,1695553688029,-0.9267578,-0.2890625,-0.07324219,10.03125,9.90625,11.28125,0.0,0.0,0.0,40
41,41.0,1695553688069,-0.89941406,-0.25585938,-0.09082031,17.78125,10.25,10.125,0.0,0.0,0.0,41
42,42.0,1695553688109,-0.9091797,-0.19335938,-0.060546875,19.375,4.9375,7.125,0.0,0.0,0.0,42
43,43.0,1695553688149,-0.93847656,-0.18652344,-0.0390625,15.09375,-13.71875,8.71875,0.0,0.0,0.0,43
44,44.0,1695553688189,-0.8779297,-0.19335938,-0.06542969,12.59375,-24.53125,9.53125,0.0,0.0,0.0,44
45,45.0,1695553688229,-0.8359375,-0.18066406,-0.052734375,9.84375,-13.84375,6.28125,0.0,0.0,0.0,45
46,46.0,1695553688269,-0.8300781,-0.19140625,-0.0703125,7.28125,-18.5,9.59375,0.0,0.0,0.0,46
47,47.0,1695553688309,-0.8701172,-0.19335938,-0.057617188,12.65625,-19.65625,13.71875,-94.375,-6.125,-125.4375,47
48,48.0,1695553688349,-0.83984375,-0.22949219,0.0126953125,18.9375,-12.6875,13.3125,0.0,0.0,0.0,48
49,49.0,1695553688389,-0.8808594,-0.2685547,0.06738281,19.625,-3.90625,10.8125,0.0,0.0,0.0,49
50,50.0,1695553688429,-0.79589844,-0.31933594,0.055664062,29.09375,-2.8125,15.75,0.0,0.0,0.0,50
51,51.0,1695553688469,-0.8183594,-0.3095703,-0.059570312,44.59375,7.28125,18.625,0.0,0.0,0.0,51
52,52.0,1695553688509,-1.1845703,-0.15136719,-0.14648438,62.59375,3.53125,7.03125,0.0,0.0,0.0,52
53,53.0,1695553688549,-1.2792969,-0.107421875,-0.30664062,46.65625,-14.15625,-7.75,0.0,0.0,0.0,53
54,54.0,1695553688589,-1.1396484,-0.099609375,-0.23339844,51.71875,-12.875,3.0,0.0,0.0,0.0,54
55,55.0,1695553688629,-1.5341797,-0.0126953125,-0.034179688,45.75,8.6875,-13.6875,0.0,0.0,0.0,55
56,56.0,1695553688669,-1.2285156,-0.13574219,-0.08105469,12.0625,-8.34375,-1.65625,0.0,0.0,0.0,56
57,57.0,1695553688709,-1.0576172,-0.14941406,-0.041992188,28.90625,-6.59375,10.8125,0.0,0.0,0.0,57
58,58.0,1695553688749,-0.9472656,-0.06640625,0.0048828125,31.46875,-8.78125,2.6875,0.0,0.0,0.0,58
59,59.0,1695553688789,-0.86621094,-0.11425781,0.0107421875,36.03125,1.03125,2.0,0.0,0.0,0.0,59
60,60.0,1695553688829,-0.87402344,-0.10839844,0.021484375,34.625,12.28125,-0.0625,-97.5,-7.75,-123.1875,60
61,61.0,1695553688869,-0.86621094,-0.12011719,0.053710938,34.625,18.125,-3.90625,0.0,0.0,0.0,61
62,62.0,1695553688909,-0.80566406,-0.103515625,0.01953125,25.1875,25.28125,-12.40625,0.0,0.0,0.0,62
63,63.0,1695553688949,-0.8642578,-0.119140625,0.018554688,13.9375,32.0,-20.625,0.0,0.0,0.0,63
64,64.0,1695553688989,-0.8720703,-0.13574219,-0.005859375,11.5625,28.6875,-23.9375,0.0,0.0,0.0,64
65,65.0,1695553689029,-0.9160156,-0.049804688,-0.064453125,-0.75,25.28125,-21.3125,0.0,0.0,0.0,65
66,66.0,1695553689069,-0.71875,-0.0390625,-0.111328125,-1.1875,15.25,-18.5625,0.0,0.0,0.0,66
67,67.0,1695553689109,-0.859375,-0.033203125,0.0048828125,-6.8125,20.03125,-14.84375,0.0,0.0,0.0,67
68,68.0,1695553689149,-0.8330078,-0.13964844,0.0390625,-6.8125,8.625,-11.84375,0.0,0.0,0.0,68
69,69.0,1695553689189,-0.7373047,-0.16796875,0.0703125,-5.59375,6.0,-21.96875,0.0,0.0,0.0,69
70,70.0,1695553689229,-1.0917969,-0.05859375,-0.30371094,-0.03125,-0.65625,-9.09375,0.0,0.0,0.0,70
71,71.0,1695553689269,-1.7255859,-0.16601562,-0.25976562,-33.21875,-7.6875,8.0625,0.0,0.0,0.0,71
72,72.0,1695553689309,-1.8388672,-0.36914062,-0.38183594,-50.8125,-40.34375,16.125,-90.875,-11.375,-125.875,72
73,73.0,1695553689349,-1.0634766,-0.53515625,-0.13964844,-32.125,-34.40625,3.84375,0.0,0.0,0.0,73
74,74.0,1695553689389,-0.796875,-0.23242188,-0.0625,-2.46875,11.71875,-25.875,0.0,0.0,0.0,74
75,75.0,1695553689429,-0.9316406,-0.25585938,-0.09765625,5.59375,18.9375,-16.3125,0.0,0.0,0.0,75
76,76.0,1695553689469,-1.1269531,-0.2841797,-0.25,-10.09375,18.5625,-4.21875,0.0,0.0,0.0,76
77,77.0,1695553689509,-1.0058594,-0.26367188,-0.13183594,-12.84375,3.71875,-0.375,0.0,0.0,0.0,77
78,78.0,1695553689549,-0.8798828,-0.17578125,-0.044921875,-2.15625,1.59375,-0.78125,0.0,0.0,0.0,78
79,79.0,1695553689589,-0.8964844,-0.21582031,-0.08886719,-0.65625,7.75,0.375,0.0,0.0,0.0,79
80,80.0,1695553689629,-0.9375,-0.24414062,-0.10839844,1.5,20.34375,6.71875,0.0,0.0,0.0,80
81,81.0,1695553689669,-0.953125,-0.24414062,-0.059570312,2.03125,17.34375,8.53125,0.0,0.0,0.0,81
82,82.0,1695553689709,-0.9716797,-0.22949219,-0.041015625,6.125,-0.375,14.9375,0.0,0.0,0.0,82
83,83.0,1695553689749,-0.8261719,-0.18847656,-0.00390625,3.15625,-12.5625,16.71875,0.0,0.0,0.0,83
84,84.0,1695553689789,-0.71875,-0.22949219,-0.013671875,1.0,-5.4375,15.125,0.0,0.0,0.0,84
85,85.0,1695553689829,-0.8027344,-0.22949219,-0.030273438,5.21875,2.15625,19.78125,-90.125,-10.3125,-124.5625,85
86,86.0,1695553689869,-0.77441406,-0.26953125,-0.083984375,8.625,2.3125,20.625,0.0,0.0,0.0,86
87,87.0,1695553689909,-0.9326172,-0.28027344,0.0625,32.5,3.125,35.15625,0.0,0.0,0.0,87
88,88.0,1695553689949,-0.8515625,-0.25097656,0.12207031,32.0,-10.5,31.5,0.0,0.0,0.0,88
89,89.0,1695553689989,-1.0292969,-0.23828125,-0.03125,5.46875,6.96875,15.5625,-91.5,-15.25,-99.0625,89
90,90.0,1695553690029,-0.86035156,-0.25878906,-0.1171875,9.78125,-9.8125,15.8125,0.0,0.0,0.0,90
91,91.0,1695553690069,-0.7597656,-0.15820312,-0.16503906,18.78125,-12.03125,13.59375,0.0,0.0,0.0,91
92,92.0,1695553690109,-0.8330078,-0.09277344,0.021484375,24.125,-18.78125,22.46875,0.0,0.0,0.0,92
93,93.0,1695553690149,-0.7392578,-0.1796875,-0.059570312,5.71875,-30.6875,22.53125,0.0,0.0,0.0,93
94,94.0,1695553690189,-0.69140625,-0.19726562,-0.056640625,14.96875,-26.1875,13.4375,0.0,0.0,0.0,94
95,95.0,1695553690229,-0.8623047,-0.21191406,-0.055664062,25.59375,-14.34375,13.65625,0.0,0.0,0.0,95
96,96.0,1695553690269,-0.75878906,-0.25976562,0.0126953125,8.09375,-4.4375,9.09375,0.0,0.0,0.0,96
97,97.0,1695553690309,-0.66015625,-0.19921875,-0.005859375,21.625,-7.8125,2.125,0.0,0.0,0.0,97
98,98.0,1695553690349,-1.1289062,-0.08496094,-0.19140625,36.71875,-4.5625,-19.65625,0.0,0.0,0.0,98
99,99.0,1695553690389,-1.4794922,-0.09863281,-0.2109375,31.78125,-2.75,-23.625,0.0,0.0,0.0,99
100,100.0,1695553690429,-1.7910156,-0.20605469,-0.076171875,48.8125,-28.4375,-34.1875,0.0,0.0,0.0,100
101,101.0,1695553690469,-1.3769531,-0.18457031,-0.07421875,16.8125,-30.5625,2.75,-91.5,-11.9375,-93.0625,101
102,102.0,1695553690509,-1.109375,-0.083984375,0.08984375,8.21875,-10.4375,18.0,0.0,0.0,0.0,102
103,103.0,1695553690549,-1.0625,-0.115234375,0.08203125,6.0,-1.71875,16.96875,0.0,0.0,0.0,103
104,104.0,1695553690589,-0.88183594,-0.18066406,0.044921875,13.46875,25.6875,13.0625,0.0,0.0,0.0,104
105,105.0,1695553690629,-0.85058594,-0.111328125,0.026367188,25.53125,26.96875,11.03125,0.0,0.0,0.0,105
106,106.0,1695553690669,-0.70214844,-0.083984375,0.02734375,22.625,20.75,1.53125,0.0,0.0,0.0,106
107,107.0,1695553690709,-0.5917969,-0.049804688,-0.048828125,25.1875,18.0625,-12.75,0.0,0.0,0.0,107
108,108.0,1695553690749,-0.76464844,0.005859375,-0.046875,20.34375,32.90625,-17.15625,0.0,0.0,0.0,108
109,109.0,1695553690789,-0.7783203,-0.01953125,-0.083984375,0.34375,42.375,-17.875,0.0,0.0,0.0,109
110,110.0,1695553690829,-0.76464844,-0.06738281,-0.03515625,-4.5625,41.875,-17.875,0.0,0.0,0.0,110
111,111.0,1695553690869,-0.9550781,-0.09277344,-0.0048828125,-6.5,20.09375,-22.09375,0.0,0.0,0.0,111
112,112.0,1695553690909,-0.8359375,-0.060546875,-0.0068359375,7.28125,4.34375,-28.125,0.0,0.0,0.0,112
113,113.0,1695553690949,-0.94433594,-0.034179688,0.01171875,-0.59375,-21.78125,-23.9375,0.0,0.0,0.0,113
114,114.0,1695553690989,-0.9355469,-0.048828125,-0.19238281,-4.5,-17.8125,-13.96875,-90.125,-11.8125,-96.8125,114
115,115.0,1695553691029,-1.3037109,-0.19433594,-0.46679688,-19.625,-14.75,-2.03125,0.0,0.0,0.0,115
116,116.0,1695553691069,-1.8417969,-0.22949219,-0.48046875,-40.6875,-23.125,6.65625,0.0,0.0,0.0,116
117,117.0,1695553691109,-1.3037109,-0.44335938,0.0,-53.375,-49.25,-2.625,0.0,0.0,0.0,117
118,118.0,1695553691149,-1.0839844,-0.45996094,0.0009765625,-28.59375,-26.96875,-27.59375,0.0,0.0,0.0,118
119,119.0,1695553691189,-1.0800781,-0.5214844,-0.12988281,-7.46875,1.65625,-10.0625,0.0,0.0,0.0,119
120,120.0,1695553691229,-0.921875,-0.2734375,-0.20214844,-1.8125,30.59375,-3.125,0.0,0.0,0.0,120
121,121.0,1695553691269,-0.8232422,-0.15917969,-0.14257812,-1.9375,31.625,7.8125,0.0,0.0,0.0,121
122,122.0,1695553691309,-0.83691406,-0.15039062,-0.07128906,-4.25,25.09375,10.8125,0.0,0.0,0.0,122
123,123.0,1695553691349,-0.8935547,-0.23535156,-0.0703125,-6.0625,13.6875,13.125,0.0,0.0,0.0,123
124,124.0,1695553691389,-0.9199219,-0.29296875,-0.05859375,0.46875,-3.59375,20.1875,0.0,0.0,0.0,124
125,125.0,1695553691429,-0.7939453,-0.25195312,-0.11816406,11.375,-8.65625,21.0,0.0,0.0,0.0,125
126,126.0,1695553691469,-0.78808594,-0.140625,-0.024414062,14.3125,-11.65625,20.625,-91.5,-13.0,-98.75,126
127,127.0,1695553691509,-0.8720703,-0.14355469,-0.047851562,14.5,-21.40625,25.09375,0.0,0.0,0.0,127
128,128.0,1695553691549,-0.6875,-0.18652344,-0.10839844,-6.3125,-26.4375,18.5625,0.0,0.0,0.0,128
129,129.0,1695553691589,-0.75,-0.19824219,-0.030273438,18.34375,-11.71875,18.6875,0.0,0.0,0.0,129
130,130.0,1695553691629,-0.85253906,-0.14355469,-0.01953125,7.78125,-5.84375,12.28125,0.0,0.0,0.0,130
131,131.0,1695553691669,-0.8359375,-0.24316406,0.10253906,1.9375,-13.125,10.3125,0.0,0.0,0.0,131
132,132.0,1695553691709,-0.76953125,-0.30566406,0.038085938,10.40625,-19.71875,6.34375,0.0,0.0,0.0,132
133,133.0,1695553691749,-1.2724609,-0.06347656,-0.24707031,30.5,-4.15625,-18.5,0.0,0.0,0.0,133
134,134.0,1695553691789,-1.40625,-0.19726562,-0.19140625,18.03125,3.1875,-16.46875,0.0,0.0,0.0,134
135,135.0,1695553691829,-1.7929688,-0.21875,-0.11035156,42.4375,-8.1875,-8.5,0.0,0.0,0.0,135
136,136.0,1695553691869,-1.3720703,-0.08300781,-0.0068359375,28.59375,-45.03125,-4.875,0.0,0.0,0.0,136
137,137.0,1695553691909,-0.93652344,-0.047851562,0.024414062,16.625,-17.28125,16.34375,0.0,0.0,0.0,137
138,138.0,1695553691949,-0.90234375,-0.046875,-0.0087890625,20.0,-0.53125,21.96875,0.0,0.0,0.0,138
139,139.0,1695553691989,-0.8173828,-0.087890625,0.052734375,18.84375,21.375,17.5625,-93.75,-6.6875,-93.1875,139
140,140.0,1695553692029,-0.8408203,-0.0703125,-0.020507812,24.8125,28.3125,10.1875,0.0,0.0,0.0,140
141,141.0,1695553692069,-0.8466797,-0.032226562,0.028320312,19.375,29.375,-0.78125,0.0,0.0,0.0,141
142,142.0,1695553692109,-0.84277344,-0.048828125,0.03125,9.90625,18.8125,-14.03125,0.0,0.0,0.0,142
143,143.0,1695553692149,-0.71972656,-0.08105469,0.06542969,10.15625,22.53125,-22.65625,0.0,0.0,0.0,143
144,144.0,1695553692189,-0.75683594,-0.01953125,0.047851562,2.71875,25.8125,-35.34375,0.0,0.0,0.0,144
145,145.0,1695553692229,-0.875,-0.029296875,-0.03125,-13.28125,25.875,-39.6875,0.0,0.0,0.0,145
146,146.0,1695553692269,-0.8105469,-0.07128906,-0.12695312,-12.46875,22.59375,-26.4375,0.0,0.0,0.0,146
147,147.0,1695553692309,-0.8955078,-0.13476562,-0.026367188,-23.53125,13.0625,-13.96875,0.0,0.0,0.0,147
148,148.0,1695553692349,-0.81152344,-0.14257812,0.009765625,-20.84375,1.28125,-20.9375,0.0,0.0,0.0,148
149,149.0,1695553692389,-0.8623047,-0.11035156,0.029296875,-6.875,0.5625,-31.1875,0.0,0.0,0.0,149
150,150.0,1695553692429,-1.3251953,-0.32714844,-0.14160156,6.875,-19.28125,-0.25,0.0,0.0,0.0,150
151,151.0,1695553692469,-1.4111328,-0.3330078,-0.41015625,-24.5,-28.4375,-1.84375,-94.9375,-10.0,-97.875,151
152,152.0,1695553692509,-1.375,-0.37890625,-0.3623047,-25.46875,-33.625,8.65625,0.0,0.0,0.0,152
153,153.0,1695553692549,-1.21875,-0.43554688,-0.14746094,-10.90625,-20.5,5.4375,0.0,0.0,0.0,153
154,154.0,1695553692589,-1.1132812,-0.31933594,-0.033203125,-1.4375,1.59375,-5.625,0.0,0.0,0.0,154
155,155.0,1695553692629,-1.0830078,-0.42089844,-0.107421875,-1.4375,8.96875,2.0,0.0,0.0,0.0,155
156,156.0,1695553692669,-1.1220703,-0.30273438,-0.16113281,-5.65625,19.34375,5.84375,0.0,0.0,0.0,156
157,157.0,1695553692709,-0.8623047,-0.2109375,-0.11425781,-4.4375,21.84375,11.34375,0.0,0.0,0.0,157
158,158.0,1695553692749,-0.7753906,-0.15527344,-0.14160156,-3.21875,22.21875,9.59375,0.0,0.0,0.0,158
159,159.0,1695553692789,-0.86328125,-0.16992188,-0.11230469,-1.875,22.65625,11.78125,0.0,0.0,0.0,159
160,160.0,1695553692829,-0.86328125,-0.21484375,-0.111328125,-3.15625,7.5,14.9375,0.0,0.0,0.0,160
161,161.0,1695553692869,-0.84277344,-0.16992188,-0.125,2.03125,-9.6875,15.6875,0.0,0.0,0.0,161
162,162.0,1695553692909,-0.8408203,-0.16503906,-0.11035156,9.78125,-28.6875,25.9375,0.0,0.0,0.0,162
163,163.0,1695553692949,-0.6611328,-0.15527344,-0.051757812,1.6875,-37.03125,24.03125,0.0,0.0,0.0,163
164,164.0,1695553692989,-0.61328125,-0.13085938,-0.051757812,9.1875,-23.3125,17.9375,-95.375,-7.625,-97.25,164
165,165.0,1695553693029,-0.73046875,-0.18066406,0.0068359375,23.84375,-5.1875,10.75,0.0,0.0,0.0,165
166,166.0,1695553693069,-0.84375,-0.2265625,0.034179688,16.15625,-13.53125,4.28125,0.0,0.0,0.0,166
167,167.0,1695553693109,-0.79003906,-0.2548828,-0.015625,14.4375,-29.71875,-1.28125,0.0,0.0,0.0,167
168,168.0,1695553693149,-1.1669922,-0.14648438,-0.06640625,40.375,-17.375,-32.71875,0.0,0.0,0.0,168
169,169.0,1695553693189,-1.5507812,-0.15039062,-0.16308594,34.46875,-20.9375,-43.09375,0.0,0.0,0.0,169
170,170.0,1695553693229,-1.5673828,-0.32226562,-0.041992188,50.75,-25.03125,-7.25,0.0,0.0,0.0,170
171,171.0,1695553693269,-1.4755859,-0.1640625,0.041992188,32.9375,-1.59375,3.90625,0.0,0.0,0.0,171
172,172.0,1695553693309,-1.2099609,-0.072265625,0.0009765625,14.75,1.34375,16.84375,0.0,0.0,0.0,172
173,173.0,1695553693349,-1.1630859,-0.0625,0.015625,7.125,2.15625,14.65625,0.0,0.0,0.0,173
174,174.0,1695553693389,-0.9404297,-0.13574219,0.04296875,2.28125,21.71875,13.71875,0.0,0.0,0.0,174
175,175.0,1695553693429,-0.76660156,-0.09472656,0.024414062,6.5625,28.4375,9.21875,0.0,0.0,0.0,175
176,176.0,1695553693469,-0.6591797,-0.11328125,0.024414062,11.6875,39.0,1.21875,-97.8125,-2.6875,-93.9375,176
177,177.0,1695553693509,-0.6748047,-0.0859375,-0.0068359375,18.15625,35.09375,-14.21875,0.0,0.0,0.0,177
178,178.0,1695553693549,-0.7294922,0.018554688,-0.06933594,14.0625,37.53125,-27.34375,0.0,0.0,0.0,178
179,179.0,1695553693589,-0.80859375,0.045898438,-0.07324219,2.96875,61.53125,-24.0,0.0,0.0,0.0,179
180,180.0,1695553693629,-0.8769531,-0.055664062,-0.09375,-8.28125,34.96875,-20.3125,0.0,0.0,0.0,180
181,181.0,1695553693669,-0.84765625,-0.03125,-0.171875,-11.375,16.0,-28.5,0.0,0.0,0.0,181
182,182.0,1695553693709,-1.0498047,-0.030273438,-0.047851562,-17.71875,7.15625,-13.6875,0.0,0.0,0.0,182
183,183.0,1695553693749,-0.85839844,-0.08886719,0.040039062,-25.46875,-6.9375,-10.8125,0.0,0.0,0.0,183
184,184.0,1695553693789,-0.9824219,-0.09472656,-0.17089844,-5.53125,-32.21875,-4.9375,0.0,0.0,0.0,184
185,185.0,1695553693829,-1.2851562,-0.37597656,-0.3779297,-20.0,-23.5,8.84375,0.0,0.0,0.0,185
186,186.0,1695553693869,-1.703125,-0.27148438,-0.5253906,-30.3125,7.5,17.03125,0.0,0.0,0.0,186
187,187.0,1695553693909,-1.40625,-0.5683594,-0.20117188,-40.875,-26.65625,31.0625,0.0,0.0,0.0,187
188,188.0,1695553693949,-0.96777344,-0.16015625,-0.024414062,-36.09375,-21.34375,-20.09375,0.0,0.0,0.0,188
189,189.0,1695553693989,-0.97558594,-0.3359375,-0.18847656,-12.84375,0.25,-12.875,-95.25,-5.9375,-97.125,189
190,190.0,1695553694029,-0.9902344,-0.22851562,-0.24511719,-23.21875,18.6875,-10.9375,0.0,0.0,0.0,190
191,191.0,1695553694069,-0.7675781,-0.1875,-0.13574219,-32.6875,6.53125,-4.9375,0.0,0.0,0.0,191
192,192.0,1695553694109,-0.7578125,-0.2734375,-0.1796875,-19.4375,11.53125,-1.09375,0.0,0.0,0.0,192
193,193.0,1695553694149,-1.0332031,-0.2734375,-0.17871094,-5.40625,16.0,4.28125,0.0,0.0,0.0,193
194,194.0,1695553694189,-1.0292969,-0.21484375,-0.080078125,-4.3125,-3.03125,10.875,0.0,0.0,0.0,194
195,195.0,1695553694229,-0.88671875,-0.21582031,-0.08105469,-2.40625,-12.6875,7.375,0.0,0.0,0.0,195
196,196.0,1695553694269,-0.95214844,-0.25097656,-0.12109375,5.53125,-8.34375,5.5625,0.0,0.0,0.0,196
197,197.0,1695553694309,-0.9296875,-0.18457031,-0.12597656,0.53125,-13.90625,8.40625,0.0,0.0,0.0,197
198,198.0,1695553694349,-0.8828125,-0.14257812,-0.06640625,0.28125,-14.03125,9.40625,0.0,0.0,0.0,198
199,199.0,1695553694389,-0.82421875,-0.171875,-0.09277344,-4.25,-18.84375,8.65625,0.0,0.0,0.0,199
200,200.0,1695553694429,-0.73046875,-0.18945312,-0.16894531,-10.46875,-13.65625,8.3125,0.0,0.0,0.0,200
201,201.0,1695553694469,-0.7753906,-0.171875,-0.06542969,10.90625,-7.5,15.5,-96.625,-8.375,-95.875,201
202,202.0,1695553694509,-0.88378906,-0.10449219,-0.0625,11.1875,-16.59375,22.6875,0.0,0.0,0.0,202
203,203.0,1695553694549,-0.75097656,-0.21972656,0.09277344,10.65625,-17.21875,17.75,0.0,0.0,0.0,203
204,204.0,1695553694589,-0.7089844,-0.21582031,0.057617188,18.65625,-21.96875,9.6875,0.0,0.0,0.0,204
205,205.0,1695553694629,-0.9277344,-0.18554688,-0.06738281,26.09375,-7.875,-1.40625,0.0,0.0,0.0,205
206,206.0,1695553694669,-1.5146484,-0.16894531,-0.16210938,49.96875,-9.625,-17.40625,0.0,0.0,0.0,206
207,207.0,1695553694709,-1.4042969,-0.21679688,-0.20605469,37.9375,-10.8125,-15.4375,0.0,0.0,0.0,207
208,208.0,1695553694749,-1.5107422,-0.13574219,-0.034179688,41.71875,1.28125,2.6875,0.0,0.0,0.0,208
209,209.0,1695553694789,-1.2783203,-0.038085938,-0.01171875,17.5,-9.34375,-0.125,0.0,0.0,0.0,209
210,210.0,1695553694829,-1.1865234,-0.17089844,-0.09082031,11.3125,-7.0,6.40625,0.0,0.0,0.0,210
211,211.0,1695553694869,-0.96191406,-0.08300781,-0.06738281,16.21875,2.5,15.125,0.0,0.0,0.0,211
212,212.0,1695553694909,-0.8183594,-0.005859375,-0.034179688,16.6875,14.34375,10.0625,0.0,0.0,0.0,212
213,213.0,1695553694949,-0.7734375,-0.083984375,-0.0107421875,14.625,16.84375,2.8125,0.0,0.0,0.0,213
214,214.0,1695553694989,-0.71484375,-0.13085938,0.033203125,14.96875,19.71875,-7.75,-95.375,-2.5,-92.75,214
215,215.0,1695553695029,-0.7324219,-0.07910156,0.01953125,21.5625,19.40625,-15.25,0.0,0.0,0.0,215
216,216.0,1695553695069,-0.6611328,-0.07324219,-0.06738281,15.71875,28.75,-22.28125,0.0,0.0,0.0,216
217,217.0,1695553695109,-0.796875,-0.016601562,0.009765625,12.0625,43.59375,-27.40625,0.0,0.0,0.0,217
218,218.0,1695553695149,-0.91015625,-0.1328125,-0.033203125,2.96875,36.1875,-21.1875,0.0,0.0,0.0,218
219,219.0,1695553695189,-0.9169922,-0.040039062,-0.076171875,-2.03125,29.71875,-31.25,0.0,0.0,0.0,219
220,220.0,1695553695229,-0.90625,-0.11035156,0.025390625,0.6875,9.71875,-13.0625,0.0,0.0,0.0,220
