# Sensor type: Thingy
# Activity type: Miscellaneous movements
# Activity subtype: Normal
# Subject id: s2094705
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695310654900,-1.0136719,0.08496094,-0.057617188,-0.6875,-1.1875,-8.125,-39.625,18.1875,-113.625
1695310654930,-0.9814453,0.043945312,-0.016601562,-0.1875,-8.625,-10.625,0.0,0.0,0.0
1695310654992,-1.0087891,0.09667969,-0.04296875,-6.25,-14.5625,-20.15625,0.0,0.0,0.0
1695310655021,-0.9746094,0.07324219,-0.0234375,4.375,-25.0,-23.34375,0.0,0.0,0.0
1695310655051,-1.0029297,0.046875,-0.059570312,14.6875,-36.53125,-29.9375,0.0,0.0,0.0
1695310655111,-0.9423828,0.049804688,-0.059570312,-32.375,-60.40625,-35.71875,0.0,0.0,0.0
1695310655141,-0.90234375,0.0087890625,0.16992188,-53.59375,-65.21875,-43.90625,0.0,0.0,0.0
1695310655170,-0.8984375,0.10449219,0.051757812,1.6875,-83.53125,-45.1875,0.0,0.0,0.0
1695310655232,-0.79003906,0.11621094,0.35058594,0.09375,-57.875,-52.5625,0.0,0.0,0.0
1695310655261,-0.95703125,0.020507812,0.23339844,-49.8125,-53.125,-64.09375,0.0,0.0,0.0
1695310655291,-0.93066406,-0.2421875,0.11230469,-58.78125,-62.53125,-60.3125,0.0,0.0,0.0
1695310655352,-0.6152344,-0.31445312,0.33203125,-67.9375,-39.40625,-91.9375,0.0,0.0,0.0
1695310655380,-0.71777344,-0.64746094,0.32714844,-37.5625,-63.6875,-79.25,-36.875,3.0625,-96.5
1695310655410,-0.75683594,-0.5625,0.171875,-11.8125,-63.3125,-87.46875,0.0,0.0,0.0
1695310655472,-0.5546875,-0.36816406,0.328125,-18.6875,-54.71875,-100.40625,0.0,0.0,0.0
1695310655529,-0.5527344,-0.5576172,0.31152344,-39.9375,-46.21875,-92.53125,0.0,0.0,0.0
1695310655531,-0.6933594,-0.68652344,0.36132812,-20.9375,-48.3125,-91.03125,0.0,0.0,0.0
1695310655591,-0.61328125,-0.5625,0.4404297,-10.875,-51.96875,-92.53125,0.0,0.0,0.0
1695310655621,-0.6035156,-0.69433594,0.41503906,-26.125,-50.75,-78.625,0.0,0.0,0.0
1695310655651,-0.51464844,-0.7451172,0.5175781,-19.625,-43.3125,-80.40625,0.0,0.0,0.0
1695310655713,-0.44433594,-0.81347656,0.46191406,-21.1875,-43.71875,-68.5625,0.0,0.0,0.0
1695310655741,-0.5488281,-0.8251953,0.5214844,-14.65625,-34.09375,-63.84375,0.0,0.0,0.0
1695310655773,-0.46777344,-0.66308594,0.40820312,-0.75,-36.09375,-61.0,0.0,0.0,0.0
1695310655832,-0.28320312,-0.8251953,0.49023438,-11.125,-26.28125,-55.125,0.0,0.0,0.0
1695310655861,-0.29589844,-0.8339844,0.5029297,-9.53125,-25.1875,-50.5625,0.0,0.0,0.0
1695310655892,-0.27539062,-0.7714844,0.39746094,-2.6875,-24.3125,-52.375,-11.125,-25.0,-88.5625
1695310655952,-0.20800781,-0.8720703,0.4140625,-15.03125,-26.09375,-50.84375,0.0,0.0,0.0
1695310655982,-0.27246094,-1.0576172,0.5996094,-13.4375,-23.65625,-39.5625,0.0,0.0,0.0
1695310656012,-0.25195312,-1.0625,0.5751953,-0.125,-13.75,-24.75,0.0,0.0,0.0
1695310656103,-0.036132812,-0.97265625,0.49121094,5.21875,-5.875,-14.34375,0.0,0.0,0.0
1695310656105,-0.040039062,-0.9111328,0.41601562,3.875,0.09375,-6.71875,0.0,0.0,0.0
1695310656132,-0.07910156,-0.82714844,0.421875,2.4375,0.40625,-4.71875,0.0,0.0,0.0
