# Sensor type: Thingy
# Activity type: Standing
# Activity subtype: Talking
# Subject id: s2023748
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695298436332,-0.9921875,0.021484375,0.005859375,-0.84375,-0.6875,-0.40625,0.0,0.0,0.0
1695298436362,-0.99902344,0.025390625,-9.765625E-4,-0.25,-1.25,-0.28125,0.0,0.0,0.0
1695298436423,-1.0019531,0.022460938,-0.0029296875,0.0,-1.0625,-0.59375,0.0,0.0,0.0
1695298436453,-0.9980469,0.030273438,-0.015625,-0.125,-1.0,-0.40625,0.0,0.0,0.0
1695298436483,-1.0009766,0.029296875,-0.01953125,0.71875,0.21875,-0.28125,0.0,0.0,0.0
1695298436542,-1.0107422,0.029296875,-0.026367188,1.34375,0.875,-0.03125,0.0,0.0,0.0
1695298436573,-1.0,0.030273438,-0.024414062,0.3125,1.4375,0.03125,0.0,0.0,0.0
1695298436603,-0.9970703,0.034179688,-0.017578125,0.0,1.6875,0.34375,0.0,0.0,0.0
1695298436663,-1.0029297,0.02734375,-0.0107421875,0.1875,1.125,0.46875,0.0,0.0,0.0
1695298436692,-1.0136719,0.022460938,-0.0234375,-0.71875,0.71875,0.28125,0.0,0.0,0.0
1695298436722,-1.0009766,0.0126953125,-0.022460938,-0.125,0.40625,0.09375,0.0,0.0,0.0
1695298436783,-1.0039062,0.022460938,-0.020507812,0.4375,0.09375,0.15625,-43.375,-32.5,-121.875
1695298436812,-0.99902344,0.03125,-0.028320312,-0.0625,-0.21875,-0.03125,0.0,0.0,0.0
1695298436842,-1.0136719,0.033203125,-0.0146484375,0.25,-0.625,-0.15625,0.0,0.0,0.0
1695298436904,-1.0097656,0.026367188,-0.024414062,-0.4375,-1.3125,0.03125,0.0,0.0,0.0
1695298436933,-1.0058594,0.036132812,-0.018554688,-0.84375,-0.625,0.03125,0.0,0.0,0.0
1695298436962,-0.99609375,0.02734375,-0.022460938,0.0625,0.15625,0.46875,0.0,0.0,0.0
1695298437025,-1.0,0.029296875,-0.025390625,-0.4375,0.09375,0.09375,0.0,0.0,0.0
1695298437053,-1.0029297,0.03515625,-0.017578125,-0.65625,-0.15625,0.03125,0.0,0.0,0.0
1695298437084,-0.99902344,0.03125,-0.013671875,0.125,-0.15625,0.03125,0.0,0.0,0.0
1695298437145,-0.9941406,0.03515625,-0.0146484375,-0.3125,-0.5,0.03125,0.0,0.0,0.0
1695298437174,-1.0107422,0.036132812,-0.015625,-0.0625,-0.8125,0.15625,0.0,0.0,0.0
1695298437204,-1.0019531,0.02734375,-0.013671875,0.0625,-0.5625,-0.09375,0.0,0.0,0.0
1695298437264,-1.0019531,0.030273438,-0.025390625,-0.3125,-0.875,-0.46875,0.0,0.0,0.0
1695298437293,-1.0019531,0.041992188,-0.0107421875,0.0,-1.0625,-0.40625,-42.875,-33.875,-122.0
1695298437324,-0.99902344,0.02734375,-0.01953125,0.5625,-1.0625,-0.34375,0.0,0.0,0.0
1695298437414,-0.99609375,0.0390625,-0.017578125,0.3125,-0.34375,-0.40625,0.0,0.0,0.0
1695298437417,-0.9921875,0.034179688,-0.01953125,-0.5,0.34375,-0.09375,0.0,0.0,0.0
1695298437444,-1.0048828,0.033203125,-0.017578125,-0.125,1.0,0.15625,0.0,0.0,0.0
1695298437504,-1.0009766,0.030273438,-0.02734375,0.0625,1.8125,0.40625,0.0,0.0,0.0
1695298437534,-0.99609375,0.034179688,-0.018554688,-1.65625,2.46875,0.40625,0.0,0.0,0.0
1695298437563,-1.0019531,0.017578125,-0.016601562,0.25,3.5625,0.8125,0.0,0.0,0.0
1695298437624,-1.0039062,0.03515625,-0.033203125,0.4375,3.5,0.28125,0.0,0.0,0.0
1695298437653,-0.9980469,0.061523438,-0.026367188,0.625,3.8125,-0.09375,0.0,0.0,0.0
1695298437684,-0.9814453,0.048828125,-0.0078125,-0.5625,3.9375,0.40625,0.0,0.0,0.0
1695298437744,-0.99609375,0.043945312,-0.021484375,-0.3125,4.96875,0.40625,0.0,0.0,0.0
1695298437773,-0.9951172,0.048828125,-0.029296875,-0.375,6.4375,0.15625,-43.9375,-33.875,-123.0625
1695298437803,-1.0078125,0.029296875,-0.015625,-0.90625,6.125,1.0625,0.0,0.0,0.0
1695298437864,-1.0019531,0.01171875,-0.030273438,-0.96875,5.71875,0.40625,0.0,0.0,0.0
1695298437893,-1.0078125,0.0078125,-0.026367188,0.71875,4.75,-0.40625,0.0,0.0,0.0
1695298437923,-1.0166016,0.0078125,-0.037109375,1.84375,2.90625,-0.40625,0.0,0.0,0.0
1695298437985,-1.0029297,0.026367188,-0.04296875,0.5625,1.1875,-0.9375,0.0,0.0,0.0
1695298438014,-1.0117188,0.017578125,-0.030273438,0.65625,0.28125,-1.625,0.0,0.0,0.0
1695298438043,-1.0078125,0.024414062,-0.0390625,0.1875,-0.625,-1.5625,0.0,0.0,0.0
