# Sensor type: Thingy
# Activity type: Lying down right
# Activity subtype: Laughing
# Subject id: s2094705
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695311300774,0.037109375,-0.15429688,-1.0185547,0.0,-0.03125,-0.0625,0.0,0.0,0.0
1695311300803,0.043945312,-0.16699219,-1.0185547,-0.0625,-0.21875,0.0,0.0,0.0,0.0
1695311300834,0.046875,-0.15820312,-1.0273438,0.0625,0.09375,-0.125,0.0,0.0,0.0
1695311300894,0.040039062,-0.16113281,-1.0234375,0.1875,0.1875,-0.125,44.25,-9.125,-155.3125
1695311300925,0.047851562,-0.15332031,-1.0292969,0.125,0.09375,0.0,0.0,0.0,0.0
1695311300954,0.044921875,-0.16796875,-1.0195312,-0.1875,-0.28125,0.0625,0.0,0.0,0.0
1695311301014,0.037109375,-0.15820312,-1.0166016,-0.25,-0.28125,0.0625,0.0,0.0,0.0
1695311301046,0.041992188,-0.16113281,-1.0136719,-0.4375,-0.09375,0.0625,0.0,0.0,0.0
1695311301074,0.047851562,-0.15429688,-1.0117188,-0.1875,0.28125,0.0,0.0,0.0,0.0
1695311301135,0.049804688,-0.15625,-1.0107422,-0.125,0.21875,-0.125,0.0,0.0,0.0
1695311301163,0.047851562,-0.16601562,-1.0185547,0.1875,0.15625,0.0625,0.0,0.0,0.0
1695311301194,0.040039062,-0.16210938,-1.0185547,0.0625,0.34375,0.0,0.0,0.0,0.0
1695311301255,0.036132812,-0.16308594,-1.0234375,0.375,0.09375,0.0,0.0,0.0,0.0
1695311301283,0.040039062,-0.16503906,-1.0058594,0.25,-0.4375,-0.0625,0.0,0.0,0.0
1695311301314,0.040039062,-0.15917969,-1.0078125,0.0625,-0.125,0.0,0.0,0.0,0.0
1695311301375,0.048828125,-0.16015625,-1.0087891,0.0,0.34375,0.0625,43.5,-8.6875,-156.625
1695311301404,0.04296875,-0.15917969,-1.0068359,-0.375,0.09375,0.0625,0.0,0.0,0.0
1695311301435,0.044921875,-0.16210938,-1.0332031,-0.375,-0.4375,-0.0625,0.0,0.0,0.0
1695311301495,0.043945312,-0.16015625,-1.0068359,-0.0625,-0.09375,0.0,0.0,0.0,0.0
1695311301526,0.046875,-0.16015625,-1.0341797,0.0,0.34375,0.125,0.0,0.0,0.0
1695311301555,0.048828125,-0.15429688,-1.0234375,-0.0625,0.28125,0.0,0.0,0.0,0.0
1695311301616,0.048828125,-0.15917969,-1.0322266,0.25,0.09375,0.0,0.0,0.0,0.0
