timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
1695749004984,0.68774414,-0.13726807,0.7706909000000001,-0.609375,-0.6875,-0.328125,46
1695749005024,0.68408203,-0.13775635,0.77142334,-0.734375,-0.625,-0.40625,47
1695749005064,0.6828613,-0.13726807,0.7716675000000001,-0.90625,-1.125,-0.1875,48
1695749005104,0.6845703000000001,-0.13116455,0.76727295,-0.859375,-1.125,-0.21875,49
1695749005144,0.6784668,-0.1338501,0.758728,-0.328125,-0.875,-0.84375,50
1695749005184,0.6816406,-0.13409424,0.7560425000000001,-0.40625,-0.84375,-0.859375,51
1695749005224,0.68652344,-0.1338501,0.7682495,0.1875,-0.109375,-0.578125,52
1695749005264,0.68310547,-0.12823486,0.76312256,0.203125,-0.09375,-0.609375,53
1695749005304,0.6845703000000001,-0.13336182,0.7821655,0.4375,0.296875,0.0,54
1695749005344,0.6855469,-0.13580322,0.7782593000000001,0.421875,0.03125,-0.078125,55
1695749005384,0.68847656,-0.13653564,0.7753296,0.5,0.25,-0.359375,56
1695749005424,0.69018555,-0.13775635,0.77801514,0.5625,0.171875,-0.421875,57
1695749005464,0.6750488,-0.15582275,0.77386475,0.515625,-0.96875,-0.421875,58
1695749005504,0.6726074000000001,-0.15802002,0.76898193,0.328125,-0.890625,-0.4375,59
1695749005544,0.67822266,-0.13604736,0.7645874,-0.234375,0.21875,-0.4375,60
1695749005584,0.6772461,-0.13482666,0.7638550000000001,-0.171875,0.265625,-0.546875,61
1695749005624,0.6635741999999999,-0.14312744,0.7758179000000001,0.0625,0.015625,-0.15625,62
1695749005664,0.6623535,-0.14019775,0.77264404,-0.109375,-0.0625,-0.15625,63
1695749005704,0.6713866999999999,-0.16046143,0.7723999,-0.71875,-0.390625,-0.375,64
1695749005744,0.66967773,-0.15655518,0.7731323,-0.953125,-0.359375,-0.375,65
1695749005784,0.68481445,-0.14556885,0.7741089,-1.9375,0.375,-0.671875,66
1695749005824,0.6887207,-0.14581299,0.7753296,-1.859375,0.5,-0.734375,67
1695749005864,0.68188477,-0.14703369,0.77630615,-1.875,-0.46875,-0.5,68
1695749005904,0.68066406,-0.14654541,0.7723999,-1.890625,-0.421875,-0.4375,69
1695749005944,0.6894531,-0.12017822,0.7665405,-3.109375,1.203125,-0.375,70
1695749005984,0.6845703000000001,-0.1260376,0.7665405,-3.03125,1.078125,-0.3125,71
1695749006024,0.6867675999999999,-0.13702393,0.7753296,-1.21875,-0.875,-0.171875,72
1695749006064,0.6867675999999999,-0.13726807,0.7736206,-1.109375,-0.875,-0.25,73
1695749006104,0.6796875,-0.14752197,0.7797241,-1.109375,-0.15625,-0.703125,74
1695749006144,0.6791991999999999,-0.15118408,0.7772826999999999,-1.015625,-0.140625,-0.765625,75
1695749006184,0.671875,-0.13824463,0.7680054000000001,-2.109375,0.125,-0.5625,76
1695749006224,0.67700195,-0.14068604,0.7699585,-2.109375,0.296875,-0.515625,77
1695749006264,0.6730957,-0.12823486,0.7807006999999999,-1.421875,0.0,-0.8125,78
1695749006304,0.671875,-0.13140869,0.77679443,-1.28125,-0.15625,-0.796875,79
1695749006344,0.6726074000000001,-0.1338501,0.7785034000000001,-1.4375,0.234375,-0.265625,80
1695749006384,0.6738281,-0.13824463,0.78045654,-1.453125,0.375,-0.203125,81
1695749006424,0.6796875,-0.14044189999999998,0.777771,-3.09375,0.9375,0.234375,82
1695749006464,0.68115234,-0.14434814,0.777771,-3.21875,0.96875,0.375,83
1695749006504,0.6755371,-0.13214111,0.77801514,-3.140625,0.09375,-0.453125,84
1695749006544,0.6779785,-0.13214111,0.7782593000000001,-3.046875,0.03125,-0.453125,85
1695749006584,0.67163086,-0.13360596,0.77215576,-2.75,-0.1875,-0.734375,86
1695749006624,0.6711425999999999,-0.13482666,0.7741089,-2.578125,-0.1875,-0.765625,87
1695749006664,0.67089844,-0.13116455,0.7843628,-2.84375,0.3125,-0.90625,88
1695749006704,0.6706543,-0.13092041,0.7819214,-2.75,0.1875,-0.9375,89
1695749006744,0.685791,-0.13116455,0.776062,-2.546875,-0.5,-0.890625,90
1695749006784,0.6801758000000001,-0.12872314,0.78167725,-2.359375,-0.46875,-0.875,91
1695749006824,0.66625977,-0.13800049,0.7843628,-2.3125,-1.1875,-1.296875,92
1695749006864,0.66674805,-0.1362915,0.78167725,-2.234375,-1.171875,-1.203125,93
1695749006904,0.6455078000000001,-0.1375122,0.7941284000000001,-2.3125,-1.390625,-1.71875,94
1695749006944,0.6425781,-0.13873291,0.7921753,-2.203125,-1.375,-1.84375,95
1695749006984,0.64624023,-0.11871338,0.7880249,-2.8125,-2.671875,-2.0625,96
1695749007024,0.6452637,-0.11871338,0.7880249,-2.71875,-2.8125,-2.109375,97
1695749007064,0.6652832,-0.109436035,0.79901123,-1.328125,-3.15625,-2.125,98
1695749007104,0.6682129,-0.11090088,0.7994995,-1.421875,-3.0625,-2.1875,99
1695749007144,0.66796875,-0.09991455,0.78460693,1.0,-0.21875,-2.609375,100
1695749007184,0.66430664,-0.101623535,0.7868042,1.171875,-0.328125,-2.59375,101
1695749007224,0.63061523,-0.11749267599999999,0.7821655,4.421875,0.71875,-0.921875,102
1695749007264,0.6315918,-0.12017822,0.77630615,4.40625,0.75,-0.78125,103
1695749007304,0.6520996,-0.12261963,0.79901123,4.375,2.90625,0.84375,104
1695749007344,0.6516113,-0.11871338,0.8016968000000001,4.53125,2.796875,0.921875,105
1695749007384,0.6437988,-0.1506958,0.7848510999999999,4.25,2.34375,1.8125,106
1695749007424,0.6411133000000001,-0.15362549,0.7897339,4.15625,2.34375,1.859375,107
1695749007464,0.6730957,-0.17730713,0.7921753,3.203125,1.203125,0.625,108
1695749007504,0.67626953,-0.18096924,0.7938843000000001,3.3125,1.265625,0.703125,109
1695749007544,0.66308594,-0.16949463,0.78582764,1.828125,3.171875,0.234375,110
1695749007584,0.6567383000000001,-0.17071533,0.78582764,1.78125,3.0,0.28125,111
1695749007624,0.66137695,-0.16314697,0.75994873,-0.390625,3.46875,0.75,112
1695749007664,0.66430664,-0.16656494,0.75579834,-0.40625,3.40625,0.734375,113
1695749007704,0.6945800999999999,-0.14556885,0.76116943,0.234375,1.0,0.109375,114
1695749007744,0.69506836,-0.14971924,0.75994873,0.234375,0.984375,0.140625,115
1695749007784,0.7126465,-0.16217041,0.7687378,0.0625,-2.578125,-1.796875,116
1695749007824,0.70947266,-0.16485596,0.7650756999999999,-0.015625,-2.40625,-1.765625,117
1695749007864,0.720459,-0.16241455,0.7719116,-1.59375,-2.34375,-1.84375,118
1695749007904,0.71899414,-0.16363525,0.7723999,-1.625,-2.34375,-1.71875,119
1695749007944,0.69018555,-0.14776611,0.7579956,-2.09375,-1.28125,-0.421875,120
1695749007984,0.6953125,-0.14654541,0.75823975,-2.09375,-1.234375,-0.25,121
1695749008024,0.6635741999999999,-0.14630127,0.78118896,-1.015625,-0.9375,0.03125,122
1695749008064,0.6689453000000001,-0.15216064,0.7794800000000001,-0.890625,-0.9375,0.125,123
1695749008104,0.6496582,-0.15582275,0.77752686,-1.1875,-0.375,0.0,124
1695749008144,0.6484375,-0.15509033,0.7741089,-1.28125,-0.46875,-0.0625,125
1695749008184,0.6508789,-0.15435791,0.7765503,-2.6875,2.0625,-0.4375,126
1695749008224,0.65527344,-0.15264893,0.7772826999999999,-2.71875,2.078125,-0.375,127
1695749008264,0.6867675999999999,-0.14849854,0.77752686,-2.515625,1.578125,0.3125,128
1695749008304,0.68359375,-0.14678955,0.7758179000000001,-2.515625,1.53125,0.328125,129
1695749008344,0.6779785,-0.13116455,0.7892456,-1.96875,1.3125,0.625,130
1695749008384,0.67626953,-0.12994385,0.789978,-1.984375,1.296875,0.59375,131
1695749008424,0.67163086,-0.14190674,0.7875366,0.015625,-0.046875,0.328125,132
1695749008464,0.6699219,-0.14385986,0.7887573,0.046875,-0.1875,0.40625,133
1695749008504,0.6672363,-0.15997314,0.7680054000000001,-2.25,-0.171875,0.484375,134
1695749008544,0.66845703,-0.15338135,0.7682495,-2.25,-0.21875,0.546875,135
1695749008584,0.68115234,-0.14263916,0.76312256,-2.0,0.0,-0.703125,136
1695749008624,0.6765137,-0.14068604,0.7592163000000001,-2.015625,-0.140625,-0.625,137
