,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
0,1695656816628,-0.07299805,-0.88067627,0.4796753,-0.421875,-0.328125,0.078125,126
1,1695656816668,-0.07519531,-0.87384033,0.48358154,-0.3125,-0.296875,0.15625,127
2,1695656816708,-0.08105469,-0.88409424,0.48895264,0.25,0.1875,-0.03125,128
3,1695656816748,-0.07763672,-0.86724854,0.4767456,-0.0625,0.328125,-0.140625,129
4,1695656816788,-0.07836914,-0.8755493,0.4869995,-0.125,0.25,-0.046875,130
5,1695656816828,-0.06689453,-0.86920166,0.49041748,-0.6875,0.171875,-0.3125,131
6,1695656816868,-0.07373047,-0.8694458,0.47625732,0.390625,0.484375,-0.109375,132
7,1695656816908,-0.0871582,-0.8701782,0.49554443,0.578125,0.40625,-0.03125,133
8,1695656816948,-0.072509766,-0.8687134,0.48162842,0.390625,0.671875,-0.15625,134
9,1695656816988,-0.06542969,-0.8731079,0.48675537,0.40625,0.421875,-0.390625,135
10,1695656817028,-0.07519531,-0.87335205,0.48968506,0.234375,0.3125,-0.21875,136
11,1695656817068,-0.06738281,-0.8694458,0.47869873,0.34375,0.15625,0.140625,137
12,1695656817108,-0.06982422,-0.8621216,0.48797607,0.359375,-0.546875,0.109375,138
13,1695656817148,-0.06616211,-0.8731079,0.48284912,0.75,-0.328125,0.171875,139
14,1695656817188,-0.07299805,-0.8743286,0.48016357,0.703125,-0.75,0.1875,140
15,1695656817228,-0.080322266,-0.8726196,0.4796753,0.203125,-0.9375,0.078125,141
16,1695656817268,-0.06982422,-0.8701782,0.49090576,0.359375,-0.75,0.125,142
17,1695656817308,-0.0793457,-0.87042236,0.48480225,0.265625,-0.953125,0.03125,143
18,1695656817348,-0.07080078,-0.8726196,0.4743042,0.359375,-0.71875,0.203125,144
19,1695656817388,-0.07421875,-0.878479,0.48114014,0.46875,-0.390625,0.0,145
20,1695656817428,-0.080322266,-0.8760376,0.47625732,0.140625,-0.1875,0.015625,146
21,1695656817468,-0.072021484,-0.86968994,0.4887085,0.375,-0.546875,0.078125,147
22,1695656817508,-0.068359375,-0.87286377,0.4796753,0.5,-0.234375,-0.03125,148
23,1695656817548,-0.08666992,-0.8748169,0.48358154,0.84375,-0.03125,0.109375,149
24,1695656817588,-0.075683594,-0.8616333,0.4850464,0.265625,-0.421875,0.15625,150
25,1695656817628,-0.07299805,-0.8723755,0.47503662,0.734375,0.109375,0.25,151
26,1695656817668,-0.079589844,-0.86968994,0.49139404,0.828125,-0.59375,0.25,152
27,1695656817708,-0.08105469,-0.87335205,0.47747803,0.65625,0.296875,-0.078125,153
28,1695656817748,-0.068847656,-0.8804321,0.47894287,0.578125,0.4375,-0.28125,154
29,1695656817788,-0.076660156,-0.8796997,0.48358154,0.328125,0.0625,-0.0625,155
30,1695656817828,-0.08178711,-0.8706665,0.47528076,0.1875,0.1875,0.046875,156
31,1695656817868,-0.076416016,-0.87506104,0.48162842,0.234375,0.0,-0.1875,157
32,1695656817908,-0.075927734,-0.88116455,0.47625732,0.0,-0.09375,-0.25,158
33,1695656817948,-0.07470703,-0.87091064,0.48236084,0.46875,-0.125,0.078125,159
34,1695656817988,-0.08105469,-0.8689575,0.48846436,0.328125,-0.15625,0.25,160
35,1695656818028,-0.075927734,-0.87677,0.4784546,0.375,-0.234375,0.015625,161
36,1695656818068,-0.07373047,-0.8748169,0.47772217,0.46875,-0.109375,-0.0625,162
37,1695656818108,-0.08081055,-0.8731079,0.48553467,0.46875,-0.265625,0.15625,163
38,1695656818148,-0.079589844,-0.87872314,0.48284912,0.28125,0.0,-0.015625,164
39,1695656818188,-0.07739258,-0.866272,0.480896,0.28125,-0.0625,-0.03125,165
40,1695656818228,-0.072021484,-0.8789673,0.47601318,0.53125,0.078125,-0.09375,166
41,1695656818268,-0.079833984,-0.8779907,0.4850464,0.375,0.25,0.0625,167
42,1695656818308,-0.075683594,-0.8731079,0.4833374,0.5625,0.203125,0.046875,168
43,1695656818348,-0.071777344,-0.87457275,0.48309326,0.46875,0.21875,0.078125,169
44,1695656818388,-0.07885742,-0.87579346,0.48236084,0.390625,0.234375,0.21875,170
45,1695656818428,-0.076416016,-0.8809204,0.48114014,0.4375,0.15625,0.03125,171
46,1695656818468,-0.06933594,-0.8726196,0.4874878,0.140625,-0.359375,0.03125,172
47,1695656818508,-0.06762695,-0.8850708,0.47210693,0.875,0.421875,0.015625,173
