timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1665417506154,-0.6855469,-0.28277588,-0.6843872,0.984375,1.234375,-0.3125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506184,-0.68310547,-0.284729,-0.694397,0.8125,0.625,-0.265625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506259,-0.6828613,-0.28179932,-0.68927,0.984375,0.65625,-0.15625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506305,-0.6723633,-0.2822876,-0.6807251,0.953125,0.484375,0.1875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506309,-0.6784668,-0.28741455,-0.68829346,0.84375,0.609375,-0.15625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506349,-0.6845703,-0.28131104,-0.69415283,0.96875,0.125,-0.328125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506394,-0.67944336,-0.28082275,-0.68218994,1.328125,0.78125,-0.484375,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506425,-0.67749023,-0.27398682,-0.6880493,1.421875,1.015625,-0.40625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506468,-0.6796875,-0.27423096,-0.69488525,1.25,0.453125,-0.25,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506500,-0.6828613,-0.27667236,-0.6890259,1.015625,0.796875,-0.328125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506544,-0.6804199,-0.27227783,-0.68951416,1.078125,0.625,-0.21875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506590,-0.67993164,-0.28033447,-0.68927,0.9375,0.515625,-0.140625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506635,-0.67749023,-0.27886963,-0.69195557,0.984375,0.921875,-0.375,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506678,-0.67944336,-0.27789307,-0.6812134,1.1875,0.90625,-0.21875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506709,-0.68359375,-0.28082275,-0.67926025,0.625,1.421875,-0.046875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506739,-0.6779785,-0.2769165,-0.69659424,1.328125,2.96875,-0.078125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506783,-0.67163086,-0.26983643,-0.70098877,1.203125,0.734375,0.078125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506829,-0.68652344,-0.27716064,-0.68756104,0.953125,0.125,-0.5,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506874,-0.68066406,-0.27911377,-0.69244385,0.484375,0.03125,-0.4375,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506904,-0.6711426,-0.27838135,-0.6836548,1.28125,0.765625,-0.1875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506949,-0.6784668,-0.27398682,-0.68756104,0.859375,0.84375,-0.171875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417506979,-0.67822266,-0.27471924,-0.69317627,0.578125,-0.34375,-0.265625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507024,-0.6804199,-0.28570557,-0.68927,0.515625,-0.328125,-0.03125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507054,-0.67529297,-0.27789307,-0.6848755,0.921875,0.484375,0.390625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507129,-0.67456055,-0.27789307,-0.69488525,0.828125,0.78125,-0.140625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507174,-0.6767578,-0.27349854,-0.6897583,1.09375,0.96875,-0.265625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507179,-0.6760254,-0.27471924,-0.6951294,1.359375,1.015625,-0.234375,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507218,-0.6804199,-0.27398682,-0.68829346,1.171875,1.15625,-0.078125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507263,-0.66967773,-0.27349854,-0.69610596,1.171875,0.640625,0.015625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507294,-0.68408203,-0.26812744,-0.690979,0.859375,0.703125,0.109375,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507340,-0.6765137,-0.27105713,-0.69195557,1.125,0.53125,0.03125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507384,-0.6826172,-0.28277588,-0.6934204,0.859375,0.671875,-0.125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507414,-0.6789551,-0.27423096,-0.6929321,0.953125,0.40625,-0.015625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507459,-0.6789551,-0.2715454,-0.68951416,0.859375,1.265625,-0.15625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507503,-0.6816406,-0.2781372,-0.6699829,0.84375,1.28125,0.046875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507534,-0.68652344,-0.26934814,-0.70391846,0.96875,2.1875,0.21875,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507596,-0.671875,-0.27496338,-0.6939087,1.21875,0.75,0.703125,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507625,-0.6816406,-0.26763916,-0.6868286,0.875,0.640625,-0.015625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507654,-0.6833496,-0.2756958,-0.6929321,1.1875,0.890625,0.0625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
1665417507699,-0.6767578,-0.27496338,-0.6904907,1.015625,1.015625,0.015625,Respeck,Lying down left,7,s1832137,,Respeck_s1832137_Lying down left_10-10-2022_16-59-00
