,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1697605965,0.9567871,0.0848999,0.31951904,0.046875,-0.171875,-0.171875
1,1697606005,0.9616699,0.08416748,0.32513428,0.40625,0.03125,-0.15625
2,1697606045,0.9609375,0.0848999,0.32318115,0.234375,-0.5,0.0625
3,1697606085,0.95532227,0.08758545,0.3209839,-0.09375,0.046875,0.03125
4,1697606125,0.9523926,0.090270996,0.324646,0.921875,0.3125,-0.171875
5,1697606165,0.95703125,0.08709717,0.32440186,0.859375,0.453125,-0.09375
6,1697606205,0.9543457,0.082458496,0.32855225,0.640625,0.375,-0.125
7,1697606245,0.9621582,0.08294678,0.31781006,0.1875,0.421875,-0.171875
8,1697606285,0.9616699,0.08074951,0.31707764,0.515625,0.59375,-0.234375
9,1697606325,0.95458984,0.08294678,0.32440186,0.453125,0.609375,-0.265625
10,1697606365,0.9633789,0.08026123,0.31732178,0.390625,0.3125,-0.0625
11,1697606405,0.96191406,0.082214355,0.32025146,0.328125,0.0625,-0.046875
12,1697606445,0.9560547,0.0848999,0.32000732,0.515625,0.03125,-0.015625
13,1697606485,0.96118164,0.08465576,0.31976318,0.3125,0.234375,-0.15625
14,1697606525,0.9536133,0.082458496,0.3131714,0.3125,-0.3125,0.046875
15,1697606565,0.970459,0.08685303,0.33685303,0.9375,0.78125,-0.625
16,1697606605,0.954834,0.078308105,0.3012085,-0.828125,-0.265625,0.15625
17,1697606645,0.9543457,0.09051514,0.32318115,-0.328125,1.0625,-0.484375
18,1697606685,0.95996094,0.08074951,0.3204956,0.171875,0.546875,-0.3125
19,1697606725,0.96240234,0.09320068,0.31243896,0.203125,-0.046875,-0.40625
20,1697606765,0.95874023,0.086364746,0.32025146,-0.109375,0.21875,-0.171875
21,1697606805,0.9609375,0.08758545,0.3192749,-0.640625,0.390625,-0.296875
22,1697606845,0.96313477,0.08758545,0.32513428,-1.140625,1.09375,-0.671875
23,1697606885,0.9580078,0.08856201,0.30877686,-1.484375,0.421875,-0.21875
24,1697606925,0.9597168,0.09246826,0.3143921,-1.34375,0.90625,-0.46875
25,1697606965,0.9589844,0.08441162,0.3102417,-0.5,0.5625,-0.453125
26,1697607005,0.9628906,0.09173584,0.31292725,-0.1875,0.3125,-0.515625
27,1697607045,0.954834,0.08416748,0.31072998,0.109375,0.453125,-0.265625
28,1697607085,0.95703125,0.08465576,0.31243896,-0.296875,0.546875,-0.671875
29,1697607125,0.9602051,0.09173584,0.31341553,-0.296875,0.234375,-0.375
30,1697607165,0.9628906,0.082214355,0.30804443,-0.125,0.140625,-0.375
31,1697607205,0.96191406,0.08831787,0.3114624,0.046875,-0.046875,-0.421875
32,1697607245,0.96313477,0.089538574,0.30316162,-0.140625,-0.1875,-0.40625
33,1697607285,0.9658203,0.086120605,0.3102417,0.125,-0.46875,-0.328125
34,1697607325,0.96240234,0.08270264,0.3126831,0.234375,-0.234375,-0.28125
35,1697607365,0.9604492,0.08441162,0.309021,-0.28125,-0.0625,-0.40625
36,1697607405,0.9589844,0.08831787,0.30169678,-0.03125,-0.609375,-0.265625
37,1697607445,0.9699707,0.09613037,0.33709717,-0.09375,0.40625,-0.765625
