timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1664809428195,0.3474121,-0.91070557,0.06903076,-0.9375,-0.3125,-0.28125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428235,0.3474121,-0.90631104,0.066833496,-0.5625,-0.3125,-0.234375,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428274,0.3479004,-0.9026489,0.07269287,-1.015625,-0.484375,-0.34375,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428316,0.35375977,-0.90167236,0.07366943,-0.890625,-0.484375,-0.203125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428348,0.35839844,-0.9126587,0.07635498,-0.796875,0.109375,-0.375,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428396,0.3527832,-0.9026489,0.082458496,-1.1875,-0.28125,-0.5,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428428,0.3466797,-0.9085083,0.06781006,-0.34375,-0.40625,0.03125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428475,0.34570312,-0.9104614,0.08465576,-1.5625,0.09375,-0.578125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428509,0.34887695,-0.9011841,0.08758545,1.28125,-0.03125,0.140625,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428552,0.35717773,-0.9175415,0.070007324,-1.765625,0.078125,-0.546875,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428585,0.34545898,-0.90338135,0.09490967,-2.0,-0.65625,-0.765625,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428633,0.34204102,-0.90045166,0.08880615,-0.90625,0.15625,-0.453125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428664,0.3466797,-0.90509033,0.07635498,-0.953125,0.109375,-0.1875,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428710,0.3461914,-0.911438,0.09222412,-1.203125,-0.421875,-0.203125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428743,0.35766602,-0.9121704,0.089782715,1.296875,0.625,0.015625,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428787,0.34887695,-0.9014282,0.08392334,0.796875,0.46875,-0.25,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428822,0.35473633,-0.90509033,0.08294678,0.421875,-0.046875,-0.234375,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428869,0.3503418,-0.9077759,0.086364746,-0.265625,0.328125,-0.734375,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428900,0.35375977,-0.913147,0.08123779,0.53125,0.625,-0.53125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428945,0.34423828,-0.90509033,0.086364746,-0.109375,0.140625,-0.53125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809428980,0.3474121,-0.9212036,0.089782715,-0.890625,0.171875,-0.640625,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429025,0.34423828,-0.90826416,0.081970215,0.203125,0.5,-0.078125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429058,0.34594727,-0.9121704,0.08905029,-0.109375,0.125,0.015625,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429103,0.35302734,-0.90875244,0.08538818,0.21875,-0.078125,0.203125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429136,0.3527832,-0.90875244,0.07904053,-0.203125,0.28125,0.046875,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429183,0.3461914,-0.9055786,0.0836792,-0.265625,-0.3125,-0.015625,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429216,0.35742188,-0.9043579,0.08905029,-0.375,0.171875,-0.109375,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429260,0.34301758,-0.9055786,0.08782959,0.0625,0.15625,0.078125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429296,0.3479004,-0.90509033,0.08685303,-0.328125,-0.015625,-0.125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
1664809429339,0.3486328,-0.9089966,0.09564209,-1.265625,0.3125,-0.3125,Respeck,Sitting bent forward,4,s1998909,,Respeck_s1998909_Sitting bent forward_03-10-2022_16-04-13
