,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0,1696261581590,-0.8203125,-0.27734375,0.50878906,0.125,0.125,-0.34375,0.0,0.0,0.0
1,1696261581630,-0.81933594,-0.27148438,0.5078125,0.0625,-0.1875,-0.09375,0.0,0.0,0.0
2,1696261581670,-0.8222656,-0.28027344,0.50097656,-0.15625,0.15625,-0.09375,0.0,0.0,0.0
3,1696261581710,-0.81640625,-0.28027344,0.4970703,-0.15625,-0.125,-0.03125,0.0,0.0,0.0
4,1696261581750,-0.8105469,-0.27929688,0.5175781,-0.15625,0.0625,0.03125,-65.5625,28.6875,-182.625
5,1696261581790,-0.8222656,-0.27734375,0.49902344,-0.15625,0.21875,-0.03125,0.0,0.0,0.0
6,1696261581830,-0.81640625,-0.27539062,0.49902344,-0.09375,0.40625,-0.15625,0.0,0.0,0.0
7,1696261581870,-0.8183594,-0.28027344,0.51660156,-0.09375,0.0,0.03125,0.0,0.0,0.0
8,1696261581910,-0.82421875,-0.27734375,0.5,-0.15625,0.0,-0.03125,0.0,0.0,0.0
9,1696261581950,-0.8144531,-0.27929688,0.5048828,-0.15625,0.0,-0.03125,0.0,0.0,0.0
10,1696261581990,-0.8183594,-0.27148438,0.5048828,-0.09375,-0.0625,-0.09375,0.0,0.0,0.0
11,1696261582030,-0.81152344,-0.2763672,0.5097656,-0.03125,0.15625,-0.09375,0.0,0.0,0.0
12,1696261582070,-0.8232422,-0.2763672,0.51171875,-0.15625,0.0625,-0.09375,0.0,0.0,0.0
13,1696261582110,-0.81933594,-0.27539062,0.49902344,-0.15625,0.21875,-0.15625,0.0,0.0,0.0
14,1696261582150,-0.82421875,-0.2705078,0.5107422,-0.15625,0.0,-0.09375,0.0,0.0,0.0
15,1696261582190,-0.8222656,-0.2685547,0.49414062,-0.15625,0.0,0.03125,0.0,0.0,0.0
16,1696261582230,-0.8183594,-0.27539062,0.5136719,-0.15625,-0.0625,-0.03125,0.0,0.0,0.0
17,1696261582270,-0.8105469,-0.27539062,0.5107422,-0.15625,0.15625,0.09375,-64.625,27.8125,-180.625
18,1696261582310,-0.8125,-0.2763672,0.4951172,-0.09375,-0.0625,-0.21875,0.0,0.0,0.0
19,1696261582350,-0.81347656,-0.28125,0.51953125,-0.03125,0.21875,-0.34375,0.0,0.0,0.0
20,1696261582390,-0.81347656,-0.27734375,0.50878906,0.1875,-0.3125,-0.09375,0.0,0.0,0.0
21,1696261582430,-0.8095703,-0.27929688,0.50683594,-0.03125,-0.0625,0.03125,0.0,0.0,0.0
22,1696261582470,-0.81347656,-0.2763672,0.5,-0.09375,0.0625,-0.21875,0.0,0.0,0.0
23,1696261582510,-0.8222656,-0.27539062,0.49609375,-0.03125,-0.125,0.03125,0.0,0.0,0.0
24,1696261582550,-0.82421875,-0.27734375,0.5058594,-0.09375,0.0,-0.15625,0.0,0.0,0.0
25,1696261582590,-0.8203125,-0.28125,0.5058594,-0.15625,0.0625,0.03125,0.0,0.0,0.0
26,1696261582630,-0.8261719,-0.27929688,0.5048828,-0.15625,0.15625,-0.09375,0.0,0.0,0.0
27,1696261582670,-0.8173828,-0.27734375,0.5029297,-0.09375,-0.25,0.09375,0.0,0.0,0.0
28,1696261582710,-0.8183594,-0.28710938,0.5126953,-0.09375,0.0625,0.03125,0.0,0.0,0.0
29,1696261582750,-0.81933594,-0.2734375,0.50683594,-0.15625,0.0,0.03125,-63.875,29.5625,-181.6875
30,1696261582790,-0.8222656,-0.27734375,0.49609375,-0.09375,0.0,0.03125,0.0,0.0,0.0
31,1696261582830,-0.8251953,-0.2783203,0.5078125,-0.15625,-0.0625,0.03125,0.0,0.0,0.0
32,1696261582870,-0.8232422,-0.27246094,0.5048828,-0.09375,0.125,-0.03125,0.0,0.0,0.0
33,1696261582910,-0.81347656,-0.27734375,0.5078125,-0.09375,0.21875,0.09375,0.0,0.0,0.0
34,1696261582950,-0.8154297,-0.28125,0.50878906,-0.15625,0.125,0.09375,0.0,0.0,0.0
35,1696261582990,-0.81347656,-0.28222656,0.48828125,-0.28125,-0.125,-0.09375,0.0,0.0,0.0
36,1696261583030,-0.82714844,-0.28808594,0.5126953,-0.15625,-0.0625,-0.09375,0.0,0.0,0.0
37,1696261583070,-0.8095703,-0.2685547,0.50390625,-0.28125,-0.1875,0.15625,0.0,0.0,0.0
38,1696261583110,-0.8144531,-0.28125,0.5,-0.28125,0.21875,0.09375,0.0,0.0,0.0
39,1696261583150,-0.8144531,-0.27246094,0.51171875,-0.09375,-0.0625,-0.15625,0.0,0.0,0.0
40,1696261583190,-0.81640625,-0.27441406,0.49316406,-0.09375,0.53125,-0.21875,0.0,0.0,0.0
41,1696261583230,-0.8144531,-0.2783203,0.5107422,-0.03125,-0.3125,0.03125,0.0,0.0,0.0
42,1696261583270,-0.81347656,-0.27148438,0.5,-0.28125,0.34375,0.15625,-64.625,28.5625,-182.0
43,1696261583310,-0.81933594,-0.27929688,0.5078125,-0.15625,0.125,0.09375,0.0,0.0,0.0
44,1696261583350,-0.8173828,-0.2783203,0.50878906,-0.15625,0.15625,0.03125,0.0,0.0,0.0
45,1696261583390,-0.8183594,-0.27734375,0.51464844,-0.15625,0.28125,0.21875,0.0,0.0,0.0
46,1696261583430,-0.8173828,-0.27246094,0.5,-0.34375,0.21875,0.21875,0.0,0.0,0.0
47,1696261583470,-0.8154297,-0.2783203,0.5078125,-0.34375,0.28125,0.09375,0.0,0.0,0.0
48,1696261583510,-0.81347656,-0.2734375,0.5107422,-0.34375,0.0,0.03125,0.0,0.0,0.0
49,1696261583550,-0.81347656,-0.28027344,0.5185547,-0.28125,0.15625,0.09375,0.0,0.0,0.0
50,1696261583590,-0.81152344,-0.28710938,0.5078125,-0.21875,0.0625,0.03125,0.0,0.0,0.0
51,1696261583630,-0.80859375,-0.27246094,0.5048828,-0.09375,0.15625,0.03125,0.0,0.0,0.0
52,1696261583670,-0.81933594,-0.28320312,0.5097656,-0.15625,0.125,0.03125,0.0,0.0,0.0
53,1696261583710,-0.81640625,-0.28222656,0.5078125,-0.15625,0.15625,0.09375,0.0,0.0,0.0
54,1696261583750,-0.8173828,-0.2734375,0.5058594,0.0,0.03125,-0.03125,-66.125,28.25,-181.375
55,1696261583790,-0.81933594,-0.27734375,0.515625,0.0,0.15625,-0.125,0.0,0.0,0.0
56,1696261583830,-0.82714844,-0.27734375,0.51171875,0.0,-0.09375,-0.125,0.0,0.0,0.0
57,1696261583870,-0.8154297,-0.2734375,0.50683594,0.0,-0.15625,-0.1875,0.0,0.0,0.0
58,1696261583910,-0.81347656,-0.27246094,0.50878906,0.3125,-0.34375,-0.25,0.0,0.0,0.0
