timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id,ind
1695293118458,-0.98339844,0.16992188,-0.14355469,-0.8125,-0.1875,-0.46875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,76
1695293118498,-0.98339844,0.17578125,-0.13964844,-0.125,-0.375,-0.40625,-16.625,11.125,-117.375,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,77
1695293118538,-0.9746094,0.18554688,-0.14453125,-0.3125,-0.46875,-0.875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,78
1695293118578,-0.9707031,0.20019531,-0.140625,-0.625,-0.25,-0.6875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,79
1695293118618,-0.9707031,0.18554688,-0.140625,-1.90625,0.375,-0.40625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,80
1695293118658,-0.9765625,0.16503906,-0.13378906,-1.125,0.6875,0.34375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,81
1695293118698,-0.9892578,0.15527344,-0.13574219,1.28125,0.6875,0.71875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,82
1695293118738,-0.9824219,0.16894531,-0.140625,2.375,-0.25,-0.21875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,83
1695293118778,-0.9746094,0.16894531,-0.13476562,0.46875,-0.46875,-0.6875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,84
1695293118818,-0.9794922,0.17871094,-0.13476562,-0.125,-0.3125,-0.28125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,85
1695293118858,-0.97265625,0.16894531,-0.13671875,0.28125,0.0,-0.09375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,86
1695293118898,-0.98339844,0.16699219,-0.13964844,0.0,0.0,-0.28125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,87
1695293118938,-0.9863281,0.18359375,-0.14355469,-0.1875,-0.46875,-0.40625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,88
1695293118978,-0.9716797,0.18261719,-0.14355469,-0.125,-0.3125,-0.28125,-17.875,11.4375,-117.5,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,89
1695293119018,-0.9785156,0.17089844,-0.14648438,0.0625,-0.4375,-0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,90
1695293119058,-0.9736328,0.17382812,-0.15136719,-0.3125,0.0,-0.40625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,91
1695293119098,-0.9716797,0.1796875,-0.1328125,-0.3125,-0.1875,-0.21875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,92
1695293119138,-0.97558594,0.16015625,-0.14648438,-0.5,-0.3125,-0.28125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,93
1695293119178,-0.9873047,0.17089844,-0.140625,-0.6875,-0.375,-0.40625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,94
1695293119218,-0.984375,0.17089844,-0.1328125,-0.6875,-0.4375,-0.15625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,95
1695293119258,-0.9814453,0.171875,-0.13671875,0.21875,-0.3125,-0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,96
1695293119298,-0.9785156,0.17773438,-0.14746094,-0.0625,-0.375,-0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,97
1695293119338,-0.9746094,0.1796875,-0.14941406,0.46875,-0.25,0.15625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,98
1695293119378,-0.98046875,0.1796875,-0.14257812,-0.75,-0.25,-0.09375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,99
1695293119418,-0.9902344,0.17578125,-0.14160156,-1.125,-0.1875,-0.34375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,100
1695293119458,-0.97558594,0.17285156,-0.1484375,-0.5625,-0.1875,0.03125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,101
1695293119498,-0.9921875,0.17773438,-0.13476562,-0.5625,-0.0625,-0.34375,-18.75,10.5625,-117.375,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,102
1695293119538,-0.98339844,0.17675781,-0.13476562,0.0625,0.0625,-0.34375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,103
1695293119578,-0.97753906,0.17773438,-0.13574219,0.59375,-0.46875,-0.34375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,104
1695293119618,-0.98046875,0.17675781,-0.14746094,0.59375,-0.0625,-0.53125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,105
1695293119658,-0.9785156,0.17480469,-0.14550781,-0.125,-0.25,-0.40625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,106
1695293119698,-0.9824219,0.16699219,-0.14941406,-1.0,-0.125,-0.15625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,107
1695293119738,-0.9892578,0.17773438,-0.13574219,0.84375,0.0625,0.09375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,108
1695293119778,-0.9824219,0.17773438,-0.119140625,-0.1875,-0.4375,-0.28125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,109
1695293119818,-0.97753906,0.17675781,-0.14257812,0.90625,-0.125,0.09375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,110
1695293119858,-0.984375,0.17382812,-0.14453125,0.0,-0.1875,-0.46875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,111
1695293119898,-0.9824219,0.17480469,-0.13867188,-0.125,-0.0625,-0.34375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,112
1695293119938,-0.98046875,0.17285156,-0.140625,-0.875,-0.1875,-0.46875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,113
1695293119978,-0.98535156,0.17871094,-0.140625,-0.4375,0.0625,-0.03125,-18.4375,9.5,-116.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,114
1695293120018,-0.98535156,0.16796875,-0.13769531,-0.5,-0.375,-0.53125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,115
1695293120058,-0.984375,0.17871094,-0.13867188,-0.8125,-0.375,-0.625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,116
1695293120098,-0.9824219,0.18261719,-0.14648438,-2.625,-0.1875,-1.6875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,117
1695293120138,-0.9794922,0.16601562,-0.15039062,-0.4375,0.125,-0.8125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,118
1695293120178,-0.9921875,0.16894531,-0.13574219,0.71875,0.25,-0.46875,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,119
1695293120218,-0.9824219,0.17675781,-0.13964844,0.15625,-0.53125,-1.125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,120
1695293120258,-0.9863281,0.1796875,-0.1328125,-0.1875,-0.53125,-0.625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,121
1695293120298,-0.9794922,0.18164062,-0.14257812,-0.75,-0.4375,-0.53125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,122
1695293120338,-0.9814453,0.16113281,-0.1484375,-1.0,-0.59375,-0.625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,123
1695293120378,-0.98339844,0.140625,-0.12109375,1.5,-1.15625,-1.3125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,124
1695293120418,-0.99609375,0.14453125,-0.11621094,3.78125,-2.25,-2.65625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,125
1695293120458,-0.9785156,0.17285156,-0.1328125,1.21875,-1.9375,-1.5625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,126
1695293120498,-0.9746094,0.16894531,-0.12109375,1.8125,-0.53125,0.46875,-17.5625,9.1875,-117.5,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,127
1695293120538,-0.9785156,0.16796875,-0.1484375,1.75,0.0625,0.53125,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,128
1695293120578,-0.98339844,0.17285156,-0.12597656,0.84375,0.0,0.40625,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,129
1695293120618,-0.9814453,0.17285156,-0.119140625,-0.8125,-1.28125,-0.59375,0.0,0.0,0.0,Thingy,Standing,-1,s2077148,,s2077148_unprocessed\Thingy_s2077148_Standing_Normal_unprocessed_21-09-2023_11-45-51,130
