timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ind
1696270341790,-0.028320312,-1.0019531,-0.103515625,-1.15625,-0.09375,0.09375,0.0,0.0,0.0,51
1696270341830,-0.036132812,-1.0019531,-0.10839844,-0.0625,-0.03125,0.03125,0.0,0.0,0.0,52
1696270341870,-0.030273438,-0.9980469,-0.09863281,0.0,-0.34375,0.28125,0.0,0.0,0.0,53
1696270341910,-0.032226562,-1.0,-0.107421875,-0.1875,-0.40625,0.21875,0.0,0.0,0.0,54
1696270341950,-0.030273438,-0.99316406,-0.12011719,0.84375,0.09375,0.03125,0.0,0.0,0.0,55
1696270341990,-0.033203125,-1.0068359,-0.115234375,-0.75,-0.15625,-0.09375,0.0,0.0,0.0,56
1696270342030,-0.034179688,-1.0009766,-0.107421875,0.40625,0.09375,-0.09375,0.0,0.0,0.0,57
1696270342070,-0.036132812,-0.99609375,-0.11035156,1.21875,0.15625,-0.09375,0.0,0.0,0.0,58
1696270342110,-0.036132812,-1.0009766,-0.123046875,-0.0625,0.03125,-0.15625,-35.875,-78.125,-128.3125,59
1696270342150,-0.033203125,-1.0019531,-0.1015625,-1.40625,-0.09375,-0.15625,0.0,0.0,0.0,60
1696270342190,-0.037109375,-0.99316406,-0.111328125,-1.21875,-0.09375,0.03125,0.0,0.0,0.0,61
1696270342230,-0.02734375,-1.0087891,-0.12890625,-1.09375,-0.40625,0.15625,0.0,0.0,0.0,62
1696270342270,-0.032226562,-0.98535156,-0.12597656,-1.03125,-0.28125,0.21875,0.0,0.0,0.0,63
1696270342310,-0.040039062,-1.0,-0.11328125,1.21875,-0.03125,0.28125,0.0,0.0,0.0,64
1696270342350,-0.037109375,-1.0,-0.12890625,-0.6875,-0.15625,0.03125,0.0,0.0,0.0,65
1696270342390,-0.029296875,-1.0029297,-0.109375,0.40625,0.15625,-0.15625,0.0,0.0,0.0,66
1696270342430,-0.032226562,-1.0068359,-0.12597656,-0.125,0.28125,-0.21875,0.0,0.0,0.0,67
1696270342470,-0.028320312,-0.99902344,-0.12695312,-1.40625,0.03125,-0.25,0.0,0.0,0.0,68
1696270342510,-0.038085938,-0.9951172,-0.10546875,1.46875,-0.09375,0.15625,0.0,0.0,0.0,69
1696270342550,-0.038085938,-1.0,-0.11621094,-0.375,-0.28125,0.15625,0.0,0.0,0.0,70
