,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,0,1695830985058,-0.13427734,-0.6987915,-0.35845947,-2.640625,5.859375,0.96875,0,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
1,1,1695830985098,-0.064453125,-0.6680298,-0.3262329,11.828125,13.53125,-4.0,1,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
2,2,1695830985138,-0.10522461,-0.89508057,-0.2625122,28.578125,13.953125,-1.9375,2,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
3,3,1695830985178,-0.14990234,-1.1843872,-0.10089111,11.234375,14.21875,10.15625,3,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
4,4,1695830985218,-0.19458008,-1.0320435,-0.038146973,-3.421875,15.65625,13.515625,4,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
5,5,1695830985258,-0.15478516,-0.8093872,-0.18292236,-0.59375,21.40625,6.421875,5,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
6,6,1695830985298,-0.1262207,-0.8027954,-0.20025635,3.5,14.96875,-2.234375,6,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
7,7,1695830985338,-0.05126953,-0.82525635,-0.13067627,14.40625,17.453125,1.015625,7,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
8,8,1695830985378,-0.0056152344,-0.8442993,-0.11480713,9.921875,17.21875,13.015625,8,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
9,9,1695830985418,-0.036132812,-0.7937622,-0.1482544,5.015625,7.25,14.171875,9,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
10,10,1695830985458,-0.14282227,-0.7974243,-0.17559814,3.34375,1.71875,4.6875,10,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
11,11,1695830985498,-0.21264648,-0.9307251,-0.22540283,8.65625,5.703125,-2.375,11,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
12,12,1695830985538,-0.26416016,-1.28302,-0.2654419,-0.75,8.765625,-6.875,12,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
13,13,1695830985578,-0.23950195,-1.4695435,-0.18170166,4.375,3.671875,-6.640625,13,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
14,14,1695830985618,-0.25585938,-1.3164673,-0.33502197,-8.578125,3.421875,-4.953125,14,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
15,15,1695830985658,0.2133789,-1.3499146,-0.40826416,-2.859375,5.65625,2.375,15,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
16,16,1695830985698,0.25341797,-1.1223755,-0.1362915,7.359375,-11.3125,8.328125,16,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
17,17,1695830985738,0.029785156,-0.9048462,-0.22052002,-9.546875,-9.25,5.390625,17,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
18,18,1695830985778,0.123291016,-0.6675415,-0.28131104,-18.84375,-18.484375,-17.890625,18,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
19,19,1695830985818,0.1977539,-0.6765747,-0.16412354,-7.25,-30.953125,-26.625,19,,,-1,,,Respeck_s2090495_Ascending stairs_Normal_trimmed_27-09-2023_17-10-46
