,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
0,0,1695831196980,-0.060546875,-0.4907837,-0.019592285,-1.84375,2.1875,8.421875,0,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
1,1,1695831197020,-0.14331055,-0.7127075,0.031921387,3.671875,1.65625,-2.75,1,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
2,2,1695831197060,-0.2524414,-0.87091064,-0.066711426,-6.109375,-19.671875,-11.328125,2,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
3,3,1695831197100,-0.2421875,-0.94317627,0.026062012,-27.609375,-20.90625,-5.75,3,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
4,4,1695831197140,-0.31982422,-0.89263916,0.09075928,-10.125,-13.703125,-0.5625,4,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
5,5,1695831197180,-0.32763672,-0.80352783,0.06414795,-8.359375,-8.578125,-5.03125,5,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
6,6,1695831197220,-0.32788086,-0.81622314,0.121520996,-8.25,-5.765625,-8.015625,6,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
7,7,1695831197260,-0.29174805,-0.7073364,0.07977295,-1.421875,-2.453125,-3.1875,7,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
8,8,1695831197300,-0.3491211,-0.7803345,0.07489014,-10.90625,0.03125,-5.328125,8,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
9,9,1695831197340,-0.3466797,-0.8718872,0.0836792,-15.546875,0.21875,-2.171875,9,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
10,10,1695831197380,-0.28271484,-0.7593384,0.061706543,-2.25,-2.171875,-1.515625,10,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
11,11,1695831197420,-0.23779297,-0.73931885,-0.020080566,8.03125,-5.65625,-2.25,11,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
12,12,1695831197460,-0.13354492,-1.2073364,0.015808105,28.578125,-11.328125,-10.28125,12,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
13,13,1695831197500,-0.13964844,-1.9758911,0.43963623,8.21875,1.09375,4.5,13,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
14,14,1695831197540,-0.28027344,-1.5515747,0.4147339,2.4375,4.015625,29.765625,14,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
15,15,1695831197580,-0.46899414,-0.9624634,-0.08453369,-10.609375,2.75,30.625,15,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
16,16,1695831197620,-0.29541016,-0.92681885,0.0036010742,13.109375,-11.015625,-1.515625,16,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
17,17,1695831197660,-0.2668457,-1.0977173,0.21600342,22.640625,1.453125,-19.046875,17,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
18,18,1695831197700,-0.2331543,-0.97052,0.12957764,2.0,5.40625,-6.203125,18,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
19,19,1695831197740,-0.118896484,-0.71051025,0.059753418,-9.140625,9.234375,4.90625,19,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
20,20,1695831197780,-0.09643555,-0.51153564,0.022888184,-6.171875,11.484375,7.859375,20,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
21,21,1695831197820,-0.13500977,-0.4649048,0.19769287,7.640625,17.328125,8.296875,21,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
22,22,1695831197860,-0.22729492,-0.78985596,0.19915771,8.546875,22.359375,5.703125,22,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
23,23,1695831197900,-0.15551758,-1.1140747,0.20648193,-12.8125,7.859375,-2.90625,23,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
24,24,1695831197940,-0.092285156,-1.0835571,0.27752686,9.40625,8.3125,-12.3125,24,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
25,25,1695831197980,-0.096191406,-0.77130127,0.046569824,9.796875,5.109375,-0.984375,25,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
26,26,1695831198020,-0.10058594,-0.8032837,0.07977295,-10.75,-7.703125,-5.25,26,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
27,27,1695831198060,-0.10546875,-1.0012817,0.14788818,-9.96875,-18.265625,-4.828125,27,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
28,28,1695831198100,-0.33789062,-1.2910767,-0.030822754,-3.46875,-11.328125,9.3125,28,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
29,29,1695831198140,-0.36328125,-1.1419067,-0.26104736,6.921875,1.609375,6.5,29,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
30,30,1695831198180,-0.2998047,-1.1658325,-0.13067627,14.625,-1.65625,1.765625,30,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
31,31,1695831198220,-0.4807129,-1.4851685,0.06414795,-0.796875,7.546875,-5.3125,31,,,-1,,,Respeck_s2090495_Descending stairs_Normal_trimmed_27-09-2023_17-10-46
