timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1664378381955,0.21289062,-0.9048462,-0.37628174,-14.5,72.203125,24.921875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378381983,-0.053222656,-0.69781494,-0.5083618,-26.390625,67.09375,44.734375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382012,0.43310547,-0.569397,-0.4024048,-34.875,71.796875,42.703125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382073,0.3540039,-0.7234497,-0.33892822,-38.421875,77.125,31.09375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382102,0.23999023,-0.60357666,-0.3789673,-27.71875,80.6875,37.859375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382135,0.19799805,-0.534729,-0.487854,-23.640625,78.9375,49.359375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382193,0.47021484,-0.5869751,-0.5901489,-12.921875,76.78125,70.109375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382252,0.47509766,-0.77593994,-0.50567627,-12.046875,76.53125,25.625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382256,0.51660156,-1.171936,-0.49468994,-4.9375,27.359375,44.21875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382312,0.6982422,-1.0176392,-0.48345947,-2.796875,25.453125,25.671875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382327,-0.06201172,-0.76348877,-0.4295044,1.859375,35.5625,21.65625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382373,0.44018555,-0.6350708,-0.44000244,-12.9375,16.046875,46.0,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382433,0.37719727,-0.48028564,-0.3418579,15.359375,18.484375,19.65625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382447,0.25,-0.2564087,-0.46051025,19.0625,-0.8125,42.953125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382496,0.3190918,-0.25909424,-0.29937744,21.21875,15.71875,33.46875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382553,0.29638672,-0.17877197,-0.35601807,18.421875,-6.328125,46.015625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382567,0.32617188,-0.37408447,-0.44171143,8.640625,-10.84375,58.9375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382614,1.1665039,-0.4434204,-0.4656372,14.28125,-32.046875,94.625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382642,1.1508789,-1.1817017,-0.6182251,67.0,45.71875,3.5,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382687,0.3239746,-0.5239868,-0.61968994,34.734375,-15.5625,31.53125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382737,0.96972656,-0.32452393,-0.4500122,30.734375,4.03125,41.6875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382762,0.6088867,-0.50128174,-0.6663208,33.109375,-0.828125,22.25,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382809,0.5444336,-0.39605713,-0.4036255,18.34375,13.84375,19.4375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382853,0.6821289,-0.2041626,-0.53082275,0.90625,12.015625,14.828125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382882,0.8071289,0.0004272461,-0.64556885,2.8125,0.0625,12.71875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378382928,0.47875977,-0.25030518,-0.45758057,4.984375,17.375,-3.296875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383002,0.38427734,-0.09454346,-0.7151489,-22.140625,16.359375,-11.15625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383005,0.7753906,-0.02130127,-0.68878174,-8.515625,18.46875,-6.25,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383062,1.0473633,-0.23565674,-1.3779907,-47.609375,22.96875,-27.0625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383093,0.96362305,-0.50787354,-1.1253052,-25.796875,31.5625,-28.515625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383123,0.49145508,-0.54107666,-1.0615845,-16.125,19.71875,-19.84375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383171,0.64941406,-0.5977173,-1.0144653,-55.125,-3.875,-26.953125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383213,0.513916,-0.663147,-0.92926025,-16.09375,-0.796875,-28.0625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383243,0.6867676,-0.6831665,-1.185852,-30.171875,0.1875,-29.84375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383289,0.7114258,-0.78448486,-0.7815552,-22.625,20.328125,-12.078125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383334,0.30444336,-0.6773071,-0.5405884,-24.40625,18.8125,-43.609375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383362,0.31396484,-0.348938,-0.6211548,-31.0625,2.328125,-28.234375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383392,0.33569336,-0.378479,-0.41412354,-41.8125,-5.140625,-32.296875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383451,0.19189453,-0.6265259,-0.48101807,-18.0625,-12.1875,-27.515625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383483,0.2253418,-0.85650635,-0.4902954,-6.71875,-12.21875,-36.015625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383512,0.10449219,-1.0942993,-0.48809814,7.15625,-2.953125,-20.359375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383573,0.115234375,-1.1592407,-0.36724854,-11.75,10.203125,-24.15625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383632,0.017089844,-0.91534424,-0.4295044,-17.984375,12.40625,-10.90625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383633,0.21118164,-0.6375122,-0.5823364,-7.953125,11.109375,7.0,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383695,0.4663086,-0.5322876,-0.5745239,16.0625,9.453125,7.078125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383753,0.4206543,-0.68585205,-0.41192627,13.078125,8.0,0.40625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383757,0.26733398,-0.68170166,-0.53253174,5.3125,-0.21875,9.84375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383814,0.33251953,-0.6033325,-0.50738525,23.40625,-7.328125,5.0,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383827,0.36816406,-0.75787354,-0.5366821,22.953125,-12.34375,13.0625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383873,0.48657227,-0.7630005,-0.659729,0.671875,-33.96875,9.625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383934,0.2446289,-0.6746216,-0.6218872,-17.765625,-31.421875,-3.328125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383947,0.18017578,-0.7197876,-0.45587158,17.78125,-19.046875,15.484375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378383993,0.16699219,-0.72320557,-0.5762329,38.625,-27.703125,17.75,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384052,0.1616211,-0.84820557,-0.64190674,10.140625,-15.65625,34.078125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384067,0.7314453,-0.61724854,-0.6487427,59.09375,-13.71875,28.6875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384112,0.22045898,-0.8206177,-0.58795166,-16.4375,-11.328125,22.28125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384142,0.4790039,-0.5264282,-0.5154419,34.171875,19.734375,30.296875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384188,0.30737305,-0.6585083,-0.5901489,70.84375,49.5625,48.75,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384232,0.7233887,-0.13043213,-1.1931763,111.625,50.40625,61.9375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384262,0.61206055,-0.20831299,-0.8518677,20.75,7.296875,26.515625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384308,0.46728516,-0.15289307,-0.87457275,23.734375,-19.03125,22.109375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384353,0.57788086,-0.1038208,-0.8718872,25.171875,-26.578125,14.640625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384382,0.6154785,-0.13092041,-0.784729,19.78125,-28.53125,14.65625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384427,0.54003906,-0.077941895,-0.71588135,19.046875,-21.65625,16.984375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384503,0.6418457,-0.04083252,-0.8230591,15.34375,-15.03125,18.03125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384504,0.61694336,-0.059387207,-0.7991333,9.8125,-2.078125,7.8125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384547,0.56518555,-0.034729004,-0.8323364,0.4375,11.734375,3.34375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384623,0.58447266,0.027770996,-0.83258057,-8.609375,26.234375,-0.390625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384626,0.58496094,-0.027160645,-0.88482666,-11.09375,17.84375,-3.640625,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384668,0.5280762,-0.039855957,-0.85772705,-9.734375,6.390625,-0.546875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384772,0.5048828,-0.01739502,-0.8049927,-0.265625,2.09375,6.046875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384774,0.5620117,-0.043518066,-0.833313,4.140625,1.625,6.359375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384787,0.57421875,-0.0068969727,-0.82476807,7.109375,-0.234375,6.46875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384832,0.5500488,0.0016479492,-0.80181885,9.640625,-2.65625,6.546875,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384863,0.53930664,0.0053100586,-0.8567505,14.4375,-9.59375,7.359375,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
1664378384895,0.57177734,0.026062012,-0.8364868,13.1875,-11.71875,6.125,Respeck,Movement,9,s1800825,,Respeck_s1800825_Movement_28-09-2022_16-20-11
