,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
126,126,2661,-0.08203125,-0.97125244,0.058776855,1.53125,-3.734375,-1.265625,126
127,127,2701,-0.10888672,-0.9717407,0.05291748,2.28125,-3.84375,-0.34375,127
128,128,2741,-0.12988281,-0.98443604,0.06585693,2.171875,-5.609375,-0.5,128
129,129,2781,-0.1484375,-1.0042114,0.05633545,1.1875,-6.125,-0.09375,129
130,130,2821,-0.13891602,-0.98321533,0.06878662,-0.53125,-4.765625,-0.71875,130
131,131,2861,-0.14550781,-1.013977,0.08709717,-0.8125,-4.109375,-1.421875,131
132,132,2901,-0.14941406,-1.0278931,0.070739746,-2.734375,-4.59375,-1.25,132
133,133,2941,-0.15942383,-0.98443604,0.0692749,-4.296875,-1.8125,-2.609375,133
134,134,2981,-0.13208008,-0.9480591,0.08099365,-0.390625,-2.484375,-2.203125,134
135,135,3021,-0.15332031,-0.9751587,0.08441162,5.546875,-1.234375,-2.28125,135
136,136,3061,-0.1953125,-0.9678345,0.04827881,0.375,-0.1875,-3.65625,136
137,137,3101,-0.15258789,-0.96661377,0.038269043,-2.890625,-1.015625,-4.015625,137
138,138,3141,-0.16040039,-0.9614868,0.09173584,-0.90625,1.609375,-2.0625,138
139,139,3181,-0.16552734,-1.005188,0.07513428,-0.1875,3.765625,-1.5625,139
140,140,3221,-0.20996094,-0.9932251,0.09197998,-0.828125,3.9375,-1.75,140
141,141,3261,-0.21069336,-0.989563,0.081726074,0.515625,1.8125,0.28125,141
142,142,3301,-0.1665039,-0.96417236,0.058288574,1.171875,1.390625,1.15625,142
143,143,3341,-0.16235352,-0.99346924,0.055114746,3.578125,2.265625,0.4375,143
144,144,3381,-0.111816406,-0.99542236,0.07611084,0.125,5.625,-2.8125,144
145,145,3421,-0.22802734,-0.9763794,0.05267334,0.15625,-0.09375,2.484375,145
146,146,3461,-0.13549805,-0.928772,0.06463623,0.21875,1.0625,0.875,146
147,147,3501,-0.13330078,-0.9702759,0.04901123,3.0625,-0.171875,0.984375,147
148,148,3541,-0.14453125,-0.986145,0.08343506,2.390625,-0.40625,1.09375,148
149,149,3581,-0.1381836,-0.9846802,0.05657959,1.046875,-2.296875,1.234375,149
150,150,3621,-0.1352539,-0.96295166,0.097839355,2.5625,-1.5,2.109375,150
151,151,3661,-0.16455078,-0.99884033,0.07269287,4.9375,-3.5,1.796875,151
152,152,3701,-0.21020508,-0.9915161,0.08709717,1.390625,-0.640625,0.921875,152
153,153,3741,-0.19628906,-0.98687744,0.0770874,1.453125,0.71875,0.59375,153
154,154,3781,-0.15991211,-1.0083618,0.04949951,0.46875,2.09375,1.484375,154
155,155,3821,-0.14819336,-0.9854126,0.073913574,-3.015625,2.171875,-1.109375,155
156,156,3861,-0.16577148,-0.989563,0.0680542,1.421875,2.109375,0.359375,156
157,157,3901,-0.12060547,-0.9692993,0.04510498,-5.546875,1.609375,0.234375,157
158,158,3941,-0.13232422,-0.96173096,0.05682373,-0.78125,0.953125,-0.640625,158
159,159,3981,-0.15576172,-0.9807739,0.0446167,-1.03125,-0.3125,-0.03125,159
160,160,4021,-0.15722656,-0.9859009,0.074157715,1.53125,2.34375,0.328125,160
161,161,4061,-0.16992188,-0.97979736,0.085876465,-1.34375,3.203125,1.140625,161
162,162,4101,-0.15625,-0.9993286,0.06048584,2.125,-0.46875,2.84375,162
163,163,4141,-0.13330078,-0.97613525,0.08050537,-0.375,0.09375,1.75,163
164,164,4181,-0.15576172,-0.9859009,0.049743652,1.28125,-1.140625,2.75,164
165,165,4221,-0.13745117,-0.99664307,0.046569824,0.765625,-1.859375,1.953125,165
166,166,4261,-0.13769531,-0.9883423,0.051940918,-0.625,-1.046875,0.734375,166
167,167,4301,-0.14892578,-0.972229,0.046569824,-2.8125,-1.109375,0.90625,167
168,168,4341,-0.13085938,-0.9758911,0.0289917,-1.1875,-0.890625,1.53125,168
169,169,4381,-0.12548828,-0.9824829,0.054626465,-1.84375,-1.234375,1.234375,169
170,170,4421,-0.12475586,-0.97198486,0.070495605,-1.828125,0.015625,-0.109375,170
171,171,4461,-0.12939453,-1.0081177,0.049743652,-0.734375,0.375,-0.15625,171
172,172,4501,-0.13842773,-0.97979736,0.07342529,1.125,0.546875,-0.1875,172
173,173,4541,-0.12719727,-0.9963989,0.06512451,2.078125,1.46875,0.71875,173
174,174,4581,-0.13989258,-1.02594,0.05267334,3.984375,2.140625,-1.84375,174
175,175,4621,-0.110839844,-1.0073853,0.023620605,-3.109375,0.859375,-1.671875,175
176,176,4661,-0.10522461,-0.9780884,0.031188965,-4.734375,-0.59375,-3.46875,176
177,177,4701,-0.11694336,-0.991272,0.026306152,-6.265625,-4.625,-4.1875,177
178,178,4741,-0.114990234,-0.98223877,0.044128418,-10.0,-7.859375,-5.046875,178
179,179,4781,-0.107177734,-1.0283813,0.08148193,-11.375,-9.734375,-5.71875,179
180,180,4821,-0.15209961,-1.0269165,0.13104248,-16.265625,-8.359375,-6.984375,180
181,181,4861,-0.2133789,-1.0012817,0.14593506,-14.625,-9.6875,-9.21875,181
182,182,4901,-0.20336914,-0.9614868,0.1696167,-17.875,-10.359375,-6.546875,182
183,183,4941,-0.21264648,-0.91729736,0.22015381,-9.953125,-10.859375,-7.28125,183
184,184,4981,-0.24951172,-0.9636841,0.18157959,-8.609375,-13.984375,-8.3125,184
185,185,5021,-0.2705078,-0.93707275,0.20037842,-13.84375,-7.640625,-7.03125,185
186,186,5061,-0.30688477,-0.93878174,0.21478271,-8.078125,-7.546875,-5.375,186
187,187,5101,-0.2932129,-0.8814087,0.22064209,-12.453125,-0.34375,-7.65625,187
188,188,5141,-0.32836914,-0.913147,0.19818115,-4.09375,2.484375,-7.25,188
189,189,5181,-0.31518555,-0.91241455,0.22650146,-6.03125,5.25,-9.796875,189
190,190,5221,-0.30786133,-0.95098877,0.23699951,0.03125,7.078125,-8.6875,190
191,191,5261,-0.2902832,-0.94244385,0.25653076,-2.359375,9.015625,-7.90625,191
192,192,5301,-0.36132812,-0.9121704,0.26263428,-5.0,12.625,-8.109375,192
193,193,5341,-0.37548828,-0.90460205,0.26971436,0.21875,13.875,-9.203125,193
194,194,5381,-0.3161621,-0.90509033,0.2929077,1.875,13.78125,-7.234375,194
195,195,5421,-0.32543945,-0.9036255,0.26654053,1.9375,14.4375,-8.015625,195
196,196,5461,-0.3395996,-0.9290161,0.27947998,4.375,14.375,-5.859375,196
197,197,5501,-0.2939453,-0.9194946,0.25286865,0.578125,13.515625,-3.75,197
198,198,5541,-0.27319336,-0.9089966,0.25482178,5.390625,9.96875,-3.25,198
199,199,5581,-0.2783203,-0.9456177,0.26190186,2.9375,6.71875,-1.09375,199
200,200,5621,-0.2915039,-0.9338989,0.25115967,0.828125,3.984375,0.046875,200
201,201,5661,-0.25878906,-0.9204712,0.2555542,0.640625,1.671875,1.078125,201
202,202,5701,-0.28515625,-0.92266846,0.26898193,-0.28125,-2.609375,1.515625,202
203,203,5741,-0.3112793,-0.9336548,0.2929077,-0.484375,-3.875,2.53125,203
204,204,5781,-0.29345703,-0.91363525,0.29974365,0.078125,-5.25,2.640625,204
205,205,5821,-0.3149414,-0.90826416,0.2826538,-4.40625,-5.515625,2.9375,205
206,206,5861,-0.36376953,-0.9151001,0.30682373,4.640625,-8.328125,4.46875,206
207,207,5901,-0.34375,-0.9224243,0.27166748,-0.796875,-5.40625,4.109375,207
208,208,5941,-0.32592773,-0.92974854,0.2687378,3.3125,-4.46875,3.375,208
209,209,5981,-0.33618164,-0.894104,0.2687378,1.453125,-4.140625,3.390625,209
210,210,6021,-0.3232422,-0.9109497,0.25408936,-0.09375,-1.984375,1.921875,210
211,211,6061,-0.3034668,-0.93341064,0.24188232,0.375,-1.4375,1.34375,211
212,212,6101,-0.3071289,-0.93414307,0.2658081,1.828125,0.21875,1.625,212
213,213,6141,-0.3112793,-0.940979,0.2374878,-2.515625,0.78125,2.234375,213
214,214,6181,-0.28466797,-0.92022705,0.26019287,-0.859375,1.046875,1.875,214
215,215,6221,-0.28466797,-0.9324341,0.24993896,-2.453125,1.96875,4.078125,215
216,216,6261,-0.29418945,-0.94000244,0.27386475,2.9375,-1.3125,2.0625,216
217,217,6301,-0.29125977,-0.9273071,0.2958374,1.671875,-1.546875,5.3125,217
218,218,6341,-0.27075195,-0.94610596,0.2868042,-1.96875,-2.796875,5.765625,218
219,219,6381,-0.2578125,-0.92852783,0.29022217,-1.015625,-3.109375,5.1875,219
220,220,6421,-0.24414062,-0.95196533,0.26556396,-1.171875,-4.953125,6.40625,220
221,221,6461,-0.234375,-0.9351196,0.2675171,-0.296875,-2.96875,4.28125,221
222,222,6501,-0.23364258,-0.9246216,0.25531006,-5.046875,-2.75,3.171875,222
223,223,6541,-0.23291016,-0.94317627,0.2855835,3.734375,-2.9375,4.078125,223
224,224,6581,-0.24658203,-0.9585571,0.2694702,-2.53125,-0.453125,3.390625,224
225,225,6621,-0.23461914,-0.93463135,0.26239014,-0.75,1.21875,1.875,225
226,226,6661,-0.22167969,-0.9302368,0.27044678,-2.359375,3.328125,0.921875,226
227,227,6701,-0.21533203,-0.9451294,0.2802124,-3.15625,5.578125,-0.34375,227
228,228,6741,-0.23168945,-0.92633057,0.29412842,4.421875,5.359375,-6.34375,228
229,229,6781,-0.2668457,-0.90826416,0.32684326,-0.03125,9.1875,-4.578125,229
230,230,6821,-0.27392578,-0.9524536,0.30633545,3.234375,10.546875,-5.828125,230
231,231,6861,-0.2668457,-0.9541626,0.33172607,1.046875,13.25,-5.171875,231
232,232,6901,-0.25073242,-0.9468384,0.29656982,-1.703125,12.21875,-5.921875,232
233,233,6941,-0.21582031,-0.9085083,0.33587646,-1.671875,14.171875,-7.515625,233
234,234,6981,-0.26391602,-0.9805298,0.31903076,4.3125,5.6875,-4.109375,234
235,235,7021,-0.21191406,-0.9475708,0.27508545,-9.171875,7.109375,-5.90625,235
236,236,7061,-0.18164062,-0.90045166,0.28656006,4.640625,-1.171875,0.953125,236
237,237,7101,-0.24072266,-0.9077759,0.26800537,1.140625,-4.640625,-1.09375,237
238,238,7141,-0.25732422,-0.91656494,0.23602295,2.921875,-5.796875,2.046875,238
239,239,7181,-0.2734375,-0.85943604,0.25726318,-3.921875,-6.203125,0.90625,239
271,271,7221,-0.28295898,-1.0230103,0.093444824,6.390625,-0.640625,-3.3125,271
272,272,7261,-0.19458008,-1.0049438,0.13641357,-5.65625,4.28125,0.484375,272
273,273,7301,-0.05810547,-0.9578247,0.13470459,-3.0,0.671875,1.171875,273
274,274,7341,-0.11010742,-0.9365845,0.16156006,-3.5625,-4.125,-3.125,274
275,275,7381,-0.21411133,-1.0386353,0.14910889,-2.15625,-2.359375,-1.96875,275
276,276,7421,-0.16479492,-0.96343994,0.16937256,-6.6875,-2.421875,0.796875,276
277,277,7461,-0.14453125,-0.9168091,0.18499756,-2.125,-4.421875,-0.875,277
278,278,7501,-0.23071289,-0.96954346,0.1864624,3.3125,-5.359375,-0.53125,278
279,279,7541,-0.22631836,-1.0147095,0.19036865,2.015625,-3.765625,-0.34375,279
280,280,7581,-0.1850586,-1.0037231,0.16693115,-2.328125,-2.359375,-0.3125,280
281,281,7621,-0.17626953,-0.9834595,0.15667725,-1.875,-2.078125,0.4375,281
282,282,7661,-0.16259766,-0.9522095,0.1720581,-4.109375,-2.90625,0.171875,282
283,283,7701,-0.16699219,-0.9702759,0.17132568,-2.703125,-3.453125,0.3125,283
284,284,7741,-0.19628906,-0.9898071,0.16253662,2.03125,-4.6875,-2.578125,284
285,285,7781,-0.17626953,-0.9780884,0.16497803,-8.21875,-3.109375,0.546875,285
286,286,7821,-0.18066406,-0.9522095,0.20599365,3.765625,-5.28125,-0.421875,286
287,287,7861,-0.23583984,-0.96051025,0.2230835,-3.546875,-4.390625,-0.265625,287
288,288,7901,-0.27539062,-0.972229,0.1749878,-6.1875,-4.5,0.125,288
289,289,7941,-0.25463867,-0.92071533,0.23651123,-1.546875,0.078125,-0.921875,289
290,290,7981,-0.20019531,-0.98272705,0.18572998,-1.59375,4.109375,-1.71875,290
291,291,8021,-0.19213867,-0.9475708,0.24212646,-0.4375,6.046875,-4.953125,291
292,292,8061,-0.21362305,-0.97857666,0.19158936,-1.703125,7.3125,-2.375,292
293,293,8101,-0.1784668,-0.93585205,0.21185303,-1.484375,8.40625,-2.296875,293
294,294,8141,-0.12792969,-0.9517212,0.18060303,0.484375,2.953125,-2.109375,294
295,295,8181,-0.1850586,-0.9282837,0.2218628,-6.65625,2.828125,-4.40625,295
296,296,8221,-0.2553711,-0.9360962,0.21624756,3.890625,1.9375,2.75,296
297,297,8261,-0.22143555,-0.958313,0.21990967,-1.90625,1.65625,-0.46875,297
298,298,8301,-0.2368164,-1.0046997,0.22625732,1.765625,1.5625,-1.109375,298
299,299,8341,-0.21386719,-0.98150635,0.19085693,-2.078125,3.84375,-1.078125,299
300,300,8381,-0.20483398,-0.9751587,0.21282959,1.1875,2.703125,-0.203125,300
301,301,8421,-0.21508789,-0.9522095,0.21380615,-0.328125,1.359375,0.75,301
302,302,8461,-0.20361328,-0.9602661,0.20257568,-0.6875,2.53125,0.78125,302
303,303,8501,-0.18774414,-0.960022,0.21453857,-0.6875,3.140625,0.609375,303
304,304,8541,-0.17163086,-0.96295166,0.20697021,-1.3125,1.234375,-0.625,304
305,305,8581,-0.18579102,-0.9470825,0.215271,-0.765625,2.953125,0.109375,305
306,306,8621,-0.19824219,-0.92755127,0.22039795,-3.03125,2.546875,-0.015625,306
307,307,8661,-0.23901367,-0.96173096,0.23773193,2.34375,1.15625,-0.890625,307
308,308,8701,-0.24243164,-0.9607544,0.2501831,-0.046875,1.1875,-1.328125,308
309,309,8741,-0.24169922,-0.9602661,0.24749756,2.03125,1.84375,-1.15625,309
310,310,8781,-0.2211914,-0.9631958,0.25091553,1.015625,1.609375,-1.171875,310
311,311,8821,-0.22583008,-0.9639282,0.23944092,2.1875,1.3125,-0.015625,311
312,312,8861,-0.21655273,-0.96710205,0.21624756,1.203125,2.734375,0.171875,312
313,313,8901,-0.20947266,-0.9619751,0.23577881,-0.109375,2.625,-0.140625,313
314,314,8941,-0.2019043,-0.9751587,0.22625732,-1.296875,1.703125,-0.4375,314
315,315,8981,-0.1965332,-0.9507446,0.23040771,-2.28125,1.953125,-1.046875,315
316,316,9021,-0.19213867,-0.9282837,0.22869873,-2.328125,0.828125,-0.375,316
317,317,9061,-0.19995117,-0.9446411,0.24017334,-1.40625,-0.25,-0.546875,317
318,318,9101,-0.21875,-0.9417114,0.2538452,-2.40625,-0.640625,0.203125,318
319,319,9141,-0.24584961,-0.96759033,0.2741089,2.234375,-2.078125,-2.953125,319
320,320,9181,-0.23535156,-0.95513916,0.26287842,-0.34375,-1.59375,0.046875,320
321,321,9221,-0.22875977,-0.9585571,0.25091553,-0.390625,-0.296875,-0.125,321
322,322,9261,-0.2265625,-0.95928955,0.24700928,-0.796875,-2.0625,0.21875,322
323,323,9301,-0.2133789,-0.9668579,0.2267456,-1.765625,-0.0625,0.375,323
324,324,9341,-0.19018555,-0.9417114,0.24188232,-3.96875,-3.0625,-0.921875,324
325,325,9381,-0.22949219,-0.9573364,0.26531982,2.3125,-6.765625,0.265625,325
326,326,9421,-0.24121094,-0.9673462,0.2514038,-0.015625,-7.578125,1.53125,326
327,327,9461,-0.07006836,-0.8921509,0.24090576,-1.546875,-2.265625,-4.8125,327
328,328,9501,-0.21240234,-0.9378052,0.23626709,-7.25,1.3125,-0.296875,328
329,329,9541,-0.2368164,-0.90826416,0.2753296,-5.359375,0.796875,0.375,329
330,330,9581,-0.21777344,-0.89385986,0.32073975,-7.5625,2.9375,-1.015625,330
331,331,9621,-0.28271484,-0.93536377,0.34197998,1.046875,1.53125,0.3125,331
332,332,9661,-0.27294922,-0.92803955,0.33758545,-1.578125,7.0625,0.234375,332
333,333,9701,-0.25805664,-0.98687744,0.24798584,7.484375,2.75,0.234375,333
334,334,9741,-0.21264648,-0.96221924,0.27630615,-2.171875,5.6875,-0.03125,334
335,335,9781,-0.20507812,-0.94732666,0.27093506,1.09375,4.578125,-0.296875,335
336,336,9821,-0.2055664,-0.94488525,0.26678467,-0.234375,3.640625,-1.15625,336
337,337,9861,-0.20043945,-0.93878174,0.27044678,-0.015625,3.78125,-0.515625,337
338,338,9901,-0.23388672,-0.92193604,0.27996826,2.109375,1.1875,0.1875,338
339,339,9941,-0.22338867,-0.940979,0.27093506,1.984375,4.75,-1.03125,339
340,340,9981,-0.25341797,-0.96466064,0.2736206,3.453125,3.765625,-0.359375,340
341,341,10021,-0.22875977,-0.9348755,0.291687,1.09375,4.0625,-1.484375,341
342,342,10061,-0.24267578,-0.9475708,0.26800537,1.171875,2.09375,-1.3125,342
343,343,10101,-0.2397461,-0.94317627,0.29559326,3.546875,1.21875,-1.4375,343
344,344,10141,-0.24145508,-0.9534302,0.27825928,0.40625,3.265625,-1.21875,344
345,345,10181,-0.23168945,-0.956604,0.26971436,0.65625,1.421875,-0.953125,345
346,346,10221,-0.21533203,-0.9507446,0.27044678,-0.671875,2.6875,-1.0,346
347,347,10261,-0.2163086,-0.9463501,0.2662964,-0.296875,4.359375,-0.640625,347
348,348,10301,-0.22802734,-0.94903564,0.27191162,-0.265625,4.25,-0.28125,348
349,349,10341,-0.25756836,-0.9348755,0.29608154,-0.140625,2.390625,-0.875,349
350,350,10381,-0.22460938,-0.9182739,0.25335693,2.03125,3.390625,1.078125,350
351,351,10421,-0.22460938,-0.9439087,0.27069092,3.375,2.453125,-0.125,351
352,352,10461,-0.23632812,-0.9890747,0.26800537,1.65625,3.34375,-0.0625,352
353,353,10501,-0.19482422,-0.9714966,0.24310303,-2.671875,0.828125,3.0625,353
354,354,10541,-0.16503906,-0.94415283,0.28289795,-1.59375,-0.71875,3.734375,354
355,355,10581,-0.16625977,-0.94122314,0.29388428,-0.46875,0.625,3.40625,355
356,356,10621,-0.15112305,-0.92193604,0.2929077,-3.328125,-1.9375,3.1875,356
357,357,10661,-0.13208008,-0.92559814,0.33099365,-3.671875,-0.265625,0.59375,357
358,358,10701,-0.16796875,-0.96051025,0.33270264,-2.828125,-0.484375,-1.3125,358
359,359,10741,-0.19360352,-0.9651489,0.29901123,-6.640625,-3.3125,-2.46875,359
436,436,10781,-0.14379883,-1.0869751,0.2531128,-2.109375,2.625,-1.984375,436
437,437,10821,-0.14453125,-0.9258423,0.23358154,-1.171875,3.140625,-2.6875,437
438,438,10861,-0.24511719,-0.8862915,0.23846436,-1.703125,-0.953125,-2.703125,438
439,439,10901,-0.2763672,-0.9492798,0.2531128,2.703125,-1.234375,-1.46875,439
440,440,10941,-0.22924805,-0.96099854,0.2411499,-0.671875,-0.03125,-2.15625,440
441,441,10981,-0.21313477,-0.9780884,0.22650146,-0.21875,0.75,-1.5625,441
442,442,11021,-0.20263672,-0.9360962,0.2723999,-1.984375,1.90625,-1.984375,442
443,443,11061,-0.25073242,-0.9639282,0.25946045,2.734375,-0.109375,0.5625,443
444,444,11101,-0.26293945,-0.9602661,0.26019287,-0.90625,2.390625,-1.546875,444
445,445,11141,-0.2578125,-0.94195557,0.27142334,-0.6875,2.140625,-0.828125,445
446,446,11181,-0.2175293,-0.9338989,0.26800537,1.453125,3.5,0.359375,446
447,447,11221,-0.15991211,-0.95440674,0.2711792,2.171875,1.046875,-0.390625,447
448,448,11261,-0.21948242,-0.9780884,0.24163818,-0.21875,-1.015625,-0.453125,448
449,449,11301,-0.28320312,-0.94903564,0.2616577,-1.859375,-0.78125,0.859375,449
450,450,11341,-0.2290039,-0.9290161,0.26312256,-3.90625,-1.53125,-0.40625,450
451,451,11381,-0.24902344,-0.9343872,0.26800537,-2.609375,-1.078125,-0.984375,451
452,452,11421,-0.2211914,-0.9495239,0.26531982,-2.25,-0.703125,-0.296875,452
453,453,11461,-0.23168945,-0.9326782,0.2748413,-2.171875,0.078125,-2.46875,453
454,454,11501,-0.22631836,-0.92510986,0.25579834,-3.40625,0.78125,-1.78125,454
455,455,11541,-0.24267578,-0.9307251,0.3024292,-1.3125,0.875,-2.34375,455
456,456,11581,-0.2607422,-0.9541626,0.2687378,-1.34375,1.265625,-1.84375,456
457,457,11621,-0.24902344,-0.92022705,0.30438232,1.140625,3.6875,-1.671875,457
458,458,11661,-0.25073242,-0.9343872,0.2868042,2.203125,2.953125,-0.9375,458
459,459,11701,-0.25830078,-0.94537354,0.2868042,5.75,3.0,0.203125,459
460,460,11741,-0.23144531,-0.95758057,0.27093506,0.78125,3.5625,-0.453125,460
461,461,11781,-0.2319336,-0.93218994,0.27459717,1.203125,2.296875,-1.765625,461
462,462,11821,-0.21923828,-0.94903564,0.27850342,-0.203125,2.203125,-0.953125,462
463,463,11861,-0.23071289,-0.95440674,0.277771,0.515625,0.421875,-0.546875,463
464,464,11901,-0.2241211,-0.95147705,0.27337646,-1.90625,-0.71875,0.296875,464
586,586,11941,-0.2998047,-0.92437744,0.23553467,-3.328125,-1.484375,-2.453125,586
587,587,11981,-0.3059082,-0.9470825,0.22943115,-2.0625,-0.84375,-3.796875,587
588,588,12021,-0.32373047,-0.92315674,0.23968506,-0.21875,-1.21875,-3.90625,588
589,589,12061,-0.32250977,-0.93292236,0.24432373,3.21875,-4.25,-1.390625,589
590,590,12101,-0.32128906,-0.9529419,0.22796631,3.21875,-2.625,-1.6875,590
591,591,12141,-0.29541016,-0.93585205,0.23504639,1.78125,-3.5,-1.0625,591
592,592,12181,-0.30541992,-0.92633057,0.19134521,1.203125,-1.78125,0.015625,592
593,593,12221,-0.32202148,-0.92803955,0.2098999,2.46875,-2.765625,0.125,593
594,594,12261,-0.32885742,-0.9463501,0.2074585,0.0,0.984375,-0.84375,594
595,595,12301,-0.31201172,-0.9248657,0.20941162,-0.625,2.78125,-1.578125,595
596,596,12341,-0.32885742,-0.89727783,0.22454834,0.65625,4.375,0.296875,596
